ID,Text,Comment
Beaver.Child.TemplateName,ลูกบีเวอร์,
Beaver.DeadNameSuffix,(ตาย),Preceded by beaver name and age
Beaver.DiedOldAge,{0}ตายจากวัยชรา,{0} stands for beaver name
Beaver.Employment,การจ้างงาน,Header of a section that tells of how many and where beavers are working
Beaver.GrewUp,{0} โตเต็มวัยแล้ว,{0} stands for beaver name. A notification that a beaver achieved maturity.
Beaver.Homeless,ไร้บ้าน,Signifies that the beaver has no home
Beaver.HomelessPlural,ไร้บ้าน,Label before number of homeless beavers
Beaver.House,อาศัยใน: {0},{0} stands for Building.DisplayName. Tells which type of building the beaver resides in.
Beaver.Launched,เปิดใช้ {0} แล้ว,{0} stands for beaver name. A notification that a beaver has been launched in a plane.
Beaver.PluralDisplayName,บีเวอร์,
Beaver.Population.Adults,โตเต็มวัย,Label before number of adult beavers
Beaver.Population.Children,ลูกบีเวอร์,Label before number of kit beavers
Beaver.Population.Contaminated,ปนเปื้อน,Header of the list of beavers contaminated by badwater. Should be similar or same as Need.BadwaterContamination.DisplayName
Beaver.Population.ContaminatedAdults,บีเวอร์โตเต็มวัยที่ปนเปื้อน,"Label before number of adult beavers contaminated by badwater. ""Contaminated"" should be similar or same as Need.BadwaterContamination.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Beaver.Population.ContaminatedChildren,ลูกบีเวอร์ที่ปนเปื้อน,"Label before number of children beavers contaminated by badwater. ""Contaminated"" should be similar or same as Need.BadwaterContamination.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project."
Beaver.Unemployed,ว่างงาน,"Signifies that the beaver has no job, singular"
Beaver.UnemployedPlural,ว่างงาน,"Used in population statistics, followed by the number of unemployed beavers"
Beaver.Workplace,ทำงานที่: {0},{0} stands for Building.DisplayName. Tells which type of building the beaver works in.
Bonus.CarryingCapacity,ปริมาณที่ขนได้,How much stuff a unit can carry
Bonus.CuttingSuccessChance,โอกาสในการตัด,Cutting chance when cutting down a tree
Bonus.GrowthSpeed,ความเร็วในการเติบโต,Speed at which young beavers grow up
Bonus.LifeExpectancy,อายุขัย,The presumed length of beavers' life.
Bonus.MovementSpeed,ความเร็วในการเคลื่อนที่,"Describes how fast character can move (bonus to walking, running and swimming)."
Bonus.WorkingSpeed,ความเร็วในการทำงาน,Speed at which the beavers work.
Bot.BeaversPerished,"อย่าให้ฉันพูดถึงบีเวอร์เลย
พวกเขาเคยมีทุกอย่าง ทั้งอากาศบริสุทธิ์ น้ำสะอาด
ตอนนี้กลับกลายเป็นเพียงความทรงจำอันเลือนราง","Text for a game over state, when all beavers have perished."
Bot.Created,สร้าง{0}แล้ว!,{0} stands for bot name. Notification that shows when production of a new bot finishes.
Bot.DeadNameSuffix,(ถูกทำลาย),Preceded by bot name and age
Bot.DeathMessage,{0}เสียแล้ว,{0} stands for bot name. Notification that shows when a bot breaks down completely (it's destroyed)
Bot.DisplayName.Folktails,ทิมเบอร์บอท {0},{0} stands for a bot serial number. Name of bots from the Folktails faction. Named after the fact they are visibly made from wood.
Bot.DisplayName.IronTeeth,ไอรอนบอท {0},{0} stands for a bot serial number. Name of bots from the Iron Teeth faction. Named after the fact they are visibly made from metal.
Bot.Durability,ความทนทาน,Label before a progress bar showing amount of durability left
Bot.PluralDisplayName,บอท,"Bots are autonomous robots, who assist beavers in their everyday tasks. They are constructed in factories."
Bot.TemplateName,บอท,A bot is an animated anthropomorphic being which is created from inanimate matter. Timberborn bots are depicting beavers and are made of wood and metal.
Breeding.NutrientBringing,นักลาก บีเวอร์ว่างงาน และแรงงานจะนำสารอาหารมาให้หลังเลิกงาน,"Haulers are the same as in Building.HaulingPost.Description, unemployed as in Beaver.UnemployedPlural, workers as in Work.WorkersLabel"
Breeding.NutrientsNeeded,สารอาหารที่จำเป็น:,Followed by a list of nutrients needed to produce a new beaver in breeding facility
Breeding.Progress,ความคืบหน้าของการเพาะพันธุ์,Label inside a progress bar describing production progress of new beaver in breeding facility
BuilderPriorityTool.Description,ใช้เครื่องมือนี้เพื่อกำหนดลำดับความสำคัญของการก่อสร้าง การรื้อถอน และการรวบรวมสิ่งของจากซากอาคาร,Rubble should be plural version of RecoveredGoodStack.DisplayName
BuilderPriorityTool.Tip,คลิกไอเท็มเพื่อกำหนดลำดับความสำคัญหรือกดปุ่มค้างเพื่อเลือกพื้นที่ใหญ่ขึ้น,
Building.AdvancedBreedingPod.Description,ใช้กระบวนการเพาะพันธุ์ขั้นสูงเพื่อสร้างบีเวอร์โตเต็มวัยที่กระตือรือร้นจะทำงาน,Breeding should be the same as Building.BreedingPod.DisplayName
Building.AdvancedBreedingPod.DisplayName,ถังเพาะพันธุ์ขั้นสูง,
Building.AdvancedBreedingPod.FlavorDescription,ความคิดนี้ได้มาจากตอนที่ลูกบีเวอร์ตกลงไปในหม้อใบยักษ์ที่เต็มไปด้วยสารสกัด และเติบโตขึ้นอย่างรวดเร็วครั้งใหญ่หลังจากดื่มสารทั้งหมดนั้นเข้าไป,"Extract must be the same as Good.Extract.DisplayName, kit is a young beaver."
Building.Agora.Description,พื้นที่ขนาดใหญ่ที่บีเวอร์สามารถมาพูดคุยเรื่องไม้ๆ กันได้,
Building.Agora.DisplayName,จุดรวมพล,
Building.Agora.FlavorDescription,ไฟสัญญาณสีเขียวที่สว่างขึ้นเป็นสัญญาณให้ชาวหางไม้รวมตัวกัน,Folktails must be same as faction as Faction.Folktails.DisplayName.
Building.AncientAquiferDrill.DisplayName,แท่นเจาะชั้นหินอุ้มน้ำโบราณ,
Building.AquaticFarmhouse.Description,ว่าจ้างเกษตรกรที่ชำนาญเฉพาะด้านเพื่อปลูกและเก็บเกี่ยวพืช<YellowHighlight>น้ำ</YellowHighlight>,"Aquatic is a keyword, must be the same as in NaturalResources.Aquatic."
Building.AquaticFarmhouse.DisplayName,โรงเรือนพืชน้ำ,A farmhouse that specializes in water plants.
Building.AquaticFarmhouse.FlavorDescription,"""เคยมีข่าวลือว่าพวกเรากินปลา ช่างน่าขยะแขยง!"" —มา โกเนล","Beavers eating fish is a common misconception. Beavers are 100% herbivores. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Aquifer.Description,แหล่งน้ำที่อยู่ใต้ดิน,
Building.Aquifer.DisplayName,ชั้นหินอุ้มน้ำ,
Building.AquiferDrill.Description,สกัดน้ำจากชั้นหินอุ้มน้ำ,
Building.AquiferDrill.DisplayName,แท่นเจาะชั้นหินอุ้มน้ำ,
Building.BadtideDrain.Description,ปล่อยระบายน้ำเสียในช่วงฤดูน้ำเสียหลาก,
Building.BadtideDrain.DisplayName,ท่อระบายน้ำเสีย,
Building.BadwaterDischarge.Description,ช่วยปิดกั้นแหล่งน้ำเสีย สามารถเปิดปิดได้ เมื่อเปิดแล้ว น้ำเสียจะยังคงไหลอยู่แม้เข้าช่วงฤดูแล้ง,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.DisplayName,ตัวปล่อยน้ำเสีย,"Name of the building that can either stop flow of badwater or enforce flow with full power. It's a dome shaped, mechanical building that opens and closes like a camera shutter. Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.FlavorDescription,อนุญาตให้เข้าใกล้เฉพาะวิศวกรโยธาตัวจริงเท่านั้น,This is a reference to a youtuber called Real Civil Engineer.
Building.BadwaterDome.Description,ช่วยปิดกั้นแหล่งน้ำเสีย สามารถเปิดหรือปิดได้ตามต้องการ,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDome.DisplayName,โดมน้ำเสีย,Name of the building that stops flow of badwater when put on its source. It's a dome shaped mechanical building that can open and close by raising the cover up and down. Badwater must be the same as Good.Badwater.DisplayName.
Building.BadwaterDome.FlavorDescription,ไม่มีน้ำเสีย ไม่ต้องเสียใจ,"This is a reference to a Bob Marley song ""No woman, no cry""."
Building.BadwaterPump.Description,ปั๊มเสริมแรงดันที่สามารถปั๊มน้ำเสียออกได้ การปนเปื้อนน้ำเสียในระดับที่ต่ำจะทำให้ความเร็วในการปั๊มลดลง,Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.BadwaterPump.DisplayName,ปั๊มน้ำเสีย,Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterPump.FlavorDescription,"""ฉันหวังว่ามาตรการป้องกันเพิ่มเติมจะมีที่อุดจมูกให้ด้วย"" —ซูลี",Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BadwaterRig.Description,ช่วยปิดกั้นแหล่งน้ำเสีย ใช้แรงงานเพื่อตักน้ำเสียออกจากแหล่งน้ำโดยตรง,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterRig.DisplayName,เครื่องกำจัดน้ำเสีย,Name of the building that stops flow from badwater source and generates Good.Badwater.DisplayName goods (by extracting them from source). It's a mechanical building that needs workers to operate. Badwater must be the same as Good.Badwater.DisplayName
Building.BadwaterRig.FlavorDescription,เหล่าบีเวอร์ที่ทำงานอยู่เหนือแหล่งน้ำเสียที่กำลังปะทุรู้สึกถึงแรงกดดันอันต่อเนื่อง,Play on words with pressure referring to both water pressure and stress. If possible try to adapt the phrase to fit your language.
Building.BadwaterSeep.Description,แหล่งน้ำเสียที่มีแรงดันจำกัด,
Building.BadwaterSeep.DisplayName,แหล่งน้ำเสียซึม,"A building that allows badwater to seep through, creating a natural badwater source."
Building.BadwaterSource.DisplayName,แหล่งน้ำเสีย,A crack or spring in the ground spuming badwater. Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterSource.FlavorDescription,"""ทำไมเราถึงต้องเก็บกวาดเศษซากของมานุดด้วย อ๋อ จริงด้วย เพราะพวกนั้นตายกันไปหมดแล้วไง""—พีนา",
Building.Bakery.Description,อบขนมปังและขนมอบจากแป้งชนิดต่างๆ,Pastry being a baked good.
Building.Bakery.DisplayName,เตาอบขนม,Building that bakes bread
Building.Bakery.FlavorDescription,"""จะมีอะไรดีไปกว่าขนมปังร้อนๆ โรยขี้เลื่อยเล็กน้อยกันละ"" —มา โกเนล","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Barrack.Description,ที่อยู่อาศัยร่วมกันที่ใช้งานได้จริง,
Building.Barrack.DisplayName,ห้องพัก,Barracks are cramped homes for beavers. Not related to soldiers.
Building.Barrack.FlavorDescription,"""ชาวหางไม้สองตัวเดินเข้ามาในค่ายทหาร"" —มุกตลกของชาวเขี้ยวเหล็ก","Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.BeaverBust.Description,รูปปั้นครึ่งตัวของบีเวอร์ผู้ดูมีความสำคัญ,
Building.BeaverBust.DisplayName,รูปปั้นครึ่งตัวบีเวอร์,
Building.BeaverBust.FlavorDescription,ลูกบีเวอร์แสนซนชอบเติมแต่งใบหน้าของโอล แคซโก,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,รูปแกะสลักบีเวอร์ที่อ้วนท้วนสมบูรณ์,
Building.BeaverStatue.Description.IronTeeth,รูปแกะสลักบีเวอร์ที่ขยันขันแข็ง,
Building.BeaverStatue.DisplayName,รูปแกะสลักบีเวอร์,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,ทำให้คุณรู้สึกภูมิใจในปีที่ผลผลิตดีและรู้สึกหิวในปีที่ผลผลิตแย่,The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,รูปแกะสลักต้นแบบที่ถือเคียวดูเหมือนพวกชาวหางไม้มากเกินไป,This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,ช่วยเร่งการเจริญเติบโตของพืชโดยรอบ,
Building.Beehive.DisplayName,รังผึ้ง,
Building.Beehive.FlavorDescription,"""เดี๋ยวเธอก็จะชินเสียงบินหึ่งๆ ไปเอง"" —มา โกเนล","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,ดังเมื่อเริ่มต้นและสิ้นสุดวันทำงาน,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,ระฆัง,A large metal bell
Building.Bell.FlavorDescription,"""เธอควรจะเฝ้ารอคอยเสียงระฆังในตอนเช้าต่างหาก"" —โอล แคซโก","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,ม้านั่ง,
Building.Bench.FlavorDescription,บางครั้งพวกชอบทำลายข้าวของก็จะมากินทรัพย์สินสาธารณะ,
Building.Blockage.Description,คันกั้นน้ำตามธรรมชาติ สามารถรื้อถอนได้,Demolished meaning removed by a worker.
Building.Blockage.DisplayName,คันกั้นน้ำ,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,เป็นเรื่องยากที่จะเชื่อว่าสมัยก่อนเราใช้แค่โคลนกับกิ่งไม้เพื่อสร้างเขื่อน,
Building.BotAssembler.Description,ประกอบบอทอัตโนมัติซึ่งสามารถช่วยบีเวอร์ทำงานประจำวันต่างๆ ได้,Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,โรงประกอบบอท,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,"ทุกอย่างเริ่มต้นจากความคิดง่ายๆ ว่า ""จะเป็นยังไงถ้าฉันไม่ต้องทำงานวันนี้"" —พีนา",
Building.BotPartFactory.Description,ผลิตชิ้นส่วนบอท,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,โรงงานชิ้นส่วนบอท,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,"""เสร็จแล้ว! เดี๋ยวนะ มีตะปูเกลียวเหลืออยู่ตรงนี้ได้ยังไง"" —พีนา",
Building.Brazier.Description,ไฟที่ลุกโชนอยู่ในเตาประดับอย่างปลอดภัย,
Building.Brazier.DisplayName,เตาไฟ,
Building.Brazier.FlavorDescription,"""โว้ว เพลิงลุกโชน"" —ซูลี",Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BrazierOfBonding.DisplayName,เตาไฟแห่งการหลอมรวม,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,"""ถ้าเราไม่ได้ใช้ บีเวอร์รุ่นต่อไปก็คงจะได้ใช้"" —มา โกเนล","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,วิธีการขยายพันธุ์เพียงวิธีเดียวที่พวกเขี้ยวเหล็กชื่นชอบ,Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,ถังเพาะพันธุ์,
Building.BreedingPod.FlavorDescription,"""ลูกคืออนาคตของเรา เราต้องการอีกสิบสองตัวภายในเดือนหน้า"" —โอล แคซโก","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,ใช้ช่างก่อสร้างเพิ่มเติม,
Building.BuildersHut.DisplayName,กระท่อมช่างก่อสร้าง,
Building.BuildersHut.FlavorDescription,กรุงบีเวอร์โรมไม่ได้สร้างเสร็จในวันเดียว ว่ากันว่าใช้เวลาหกชั่วโมง,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,เสาตกแต่งสำหรับสื่อสารกับสาธารณชน,
Building.BulletinPole.DisplayName,เสาประกาศ,
Building.BulletinPole.FlavorDescription,คุณเคยบาดเจ็บตอนทำงานไหม คุณอาจมีสิทธิ์ได้รับเงินชดเชย! โปรดติดต่อซูลี,Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Campfire.Description,พื้นที่สำหรับให้บีเวอร์พักผ่อนและพบปะกันในช่วงเย็น,
Building.Campfire.DisplayName,แคมป์ไฟ,
Building.Campfire.FlavorDescription,บางครั้งไฟกับไม้ก็เหมาะกันดี,
Building.Carousel.Description,ม้าหมุนไม้สำหรับบีเวอร์ทุกวัย,
Building.Carousel.DisplayName,ม้าหมุน,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,"""เธอจะไปไหน เจ้าหนู กิ่งไม้มันไม่ลอกเปลือกตัวเองหรอกนะ"" —มา โกเนล","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,เครื่องจักรกลหนักที่เปลี่ยนน้ำเสียอันตรายให้กลายเป็นสารสกัดที่นำไปใช้ได้,Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,เครื่องหมุนเหวี่ยง,
Building.Centrifuge.FlavorDescription,ความคิดนี้ผุดขึ้นมาหลังจากม้าหมุนของชาวหางไม้หมุนเร็วเกินไป,"Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,สถานที่ที่บอทมาชาร์จไฟ,Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,สถานีชาร์จ,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,ห้ามใช้กับอุปกรณ์ที่ไม่ใช่ของไอรอนบอท,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Clock.Description,เครื่องบอกเวลาตกแต่งขนาดใหญ่ที่แม้แต่คุณปู่คุณตาก็อ่านเวลาเองได้,
Building.Clock.DisplayName,นาฬิกา,
Building.Clock.FlavorDescription,จินตนาการแทบไม่ออกว่าสมัยก่อนบีเวอร์เคยใช้นาฬิกาน้ำ,Clepsydra is an ancient water clock.
Building.CoffeeBrewery.Description,สกัดกาแฟ,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,โรงสกัดกาแฟ,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,ถ้าดื่มได้ไม่จำกัดล่ะก็ พวกเขี้ยวเหล็กคงไม่ได้หลับได้นอน,
Building.CompactWaterWheel.Description,เครื่องปั่นไฟขนาดเล็กที่แปลงกระแสน้ำเป็นพลังงาน,
Building.CompactWaterWheel.DisplayName,กังหันน้ำขนาดเล็ก,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.FlavorDescription,ใช่ คุณสามารถสร้างกังหันน้ำขึ้นมาใหม่ได้,A play on 'can't reinvent the wheel'
Building.ContaminationBarrier.Description,ช่วยหยุดยั้งการแพร่กระจายของการปนเปื้อนในดินด้านล่างแผง,Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,แผงกั้นการปนเปื้อน,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.ContaminationBarrier.FlavorDescription,"""สร้างแผงกั้นวันนี้ เพื่อรักษาดินดีในวันหน้า!"" —โปสเตอร์ปลุกใจ","Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContemplationSpot.Description,พื้นที่เล็กๆ ที่บีเวอร์จะได้นั่งพิจารณาธรรมชาติ,
Building.ContemplationSpot.DisplayName,มุมพินิจพิจารณา,
Building.ContemplationSpot.FlavorDescription,เหล่าบีเวอร์ใช้เวลาสงบๆ ครุ่นคิดถึงความไม่แน่นอนของธรรมชาติผู้ให้กำเนิดกันที่นี่,
Building.ControlTower.Description,โครงสร้างทรงสูงที่ส่งสัญญาณไปยังบอทโดยรอบเพื่อเพิ่มประสิทธิภาพของบอท,Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,หอควบคุม,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,บอทต้องทำตามคำสั่งของบีเวอร์ ยกเว้นว่าจะไม่มีบีเวอร์เหลืออยู่แล้ว,"A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.TemplateName."
Building.Dam.Description,กั้นน้ำไว้ แต่ปล่อยให้น้ำบางส่วนไหลผ่านทางน้ำล้นที่ด้านบน,Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,เขื่อน,
Building.Dam.FlavorDescription,อย่างที่ทุกคนรู้ รากฐานของอารยธรรมสร้างขึ้นใต้น้ำ,
Building.DanceHall.Description,โถงเปิดโล่งที่บีเวอร์มาปล่อยใจใส่หางได้,
Building.DanceHall.DisplayName,โถงเต้นรำ,
Building.DanceHall.FlavorDescription,"""ไม่เอาน่า อย่ายืนเฉยเหมือนพวกเขี้ยวเหล็กแสนน่าเบื่อสิ"" —ซูลี",Iron Teeth must be the same as Faction.IronTeeth.DisplayName. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.DecontaminationPod.Description,อ่างสำหรับให้เหล่าบีเวอร์ใช้ฟื้นตัวจากการสัมผัสน้ำเสีย,Badwater should be the same as Good.Badwater.DisplayName.
Building.DecontaminationPod.DisplayName,ถังชะล้างสารปนเปื้อน,Ideally the name of the building should refer to the contamination effect on the beaver (Need.BadwaterContamination).
Building.DecontaminationPod.FlavorDescription,"""อย่านะ ซูลี เธอจะดื่มสารสกัดไม่ได้ เธอเคยตกลงไปในหม้อใบยักษ์ตอนเด็กๆ!"" —มา โกเนล","Reference to Obelix from Asterix and Obelix falling into a cauldron. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.DeepBadwaterPump.DisplayName,ปั๊มน้ำเสียระดับลึก,"Badwater Pump Must be the same as Building.BadwaterPump.DisplayName, Deep should be the same as in Building.DeepWaterPump.DisplayName"
Building.DeepBadwaterPump.FlavorDescription,ท่อที่ยาวขึ้นช่วยแก้ไขทั้งปัญหาด้านความสูงที่ต่างกันและกลิ่นเหม็น,
Building.DeepMechanicalFluidPump.DisplayName,ปั๊มของเหลวจักรกลระดับลึก,
Building.DeepWaterPump.Description,ปั๊มและกรองน้ำให้บีเวอร์ใช้ดื่ม การปนเปื้อนน้ำเสียจะทำให้ความเร็วในการปั๊มลดลง,
Building.DeepWaterPump.DisplayName,ปั๊มน้ำระดับลึก,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,"""น้ำมาจากผืนดินใต้พสุธา ที่ที่ต้นธูปฤาษีงอกในสายตาและบีเวอร์เป็นช่างประปา"" —เพลงทำงานของพวกเขี้ยวเหล็ก","Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.Detailer.Description,ปรับแต่งหางบีเวอร์,This building allows the player to paint beavers' tails.
Building.Detailer.DisplayName,ส่วนปรับแต่ง,Detailer references that the tail customisations are details/decorations.
Building.Detailer.Folktails.FlavorDescription,แต่งแต้มหางเพื่อบ่งบอกความเป็นตัวคุณ,"Only Folktails have ads, so they can also have magazines. ""Weird Tales"" is a famous pulp magazine."
Building.Detailer.IronTeeth.FlavorDescription,ไม่เอาน่า มีสีสันหน่อยจะเป็นไรไป —ซูลี,"Wordplay, as the IT variant looks painful to use."
Building.DirtExcavator.Description,เครื่องขุดเหมืองจักรกลหนักสำหรับเก็บดิน จะผลิตดินต่อไปแม้จะขุดถึงชั้นหินแล้ว,Dirt must the same as Good.Dirt.DisplayName.
Building.DirtExcavator.DisplayName,เครื่องขุดดิน,"A machine used to gather dirt, leaving a giant hole. Dirt must be the same as Good.Dirt.DisplayName."
Building.DirtExcavator.FlavorDescription,นี่ไม่ใช่สว่าน!,It's literally not a drill. It's a different kind of mining equipment. ;)
