ID,Text,Comment
Building.Barrack.FlavorDescription,«Заходять якось до барака два Хвостонародці...» — жарт від Залізнозубих.,"Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.BeaverBust.Description,Погруддя поважного на вигляд бобра.,
Building.BeaverBust.DisplayName,Погруддя бобра,
Building.BeaverBust.FlavorDescription,Капосні бобренята люблять примальовувати різне до портрета старого Казко.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,Статуя ситого бобра.,
Building.BeaverStatue.Description.IronTeeth,Статуя працьовитого бобра.,
Building.BeaverStatue.DisplayName,Статуя бобра,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,"У ситі роки пробуджує гордість, у голодні — смуток.",The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,Первинний дизайн із серпом був визнаний занадто хвостонародним.,This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,Прискорює зростання культур поблизу.,
Building.Beehive.DisplayName,Вулик,
Building.Beehive.FlavorDescription,"«З часом до дзижчання звикаєш», — мати Нгонель","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,Дзвонить на початку й наприкінці робочого дня.,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,Дзвін,A large metal bell
Building.Bell.FlavorDescription,"«Усі мають чекати ранкового дзвону», — старий Казко","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,Лавка,
Building.Bench.FlavorDescription,Іноді якийсь вандал об'їдає громадську власність.,
Building.Blockage.Description,Природний бар'єр блокує воду. Його можна зруйнувати.,Demolished meaning removed by a worker.
Building.Blockage.DisplayName,Бараж,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,"Важко повірити, що колись греблі будували лише з гілок і бруду.",
Building.BotAssembler.Description,Збирає автономних ботів для виконання повсякденних робіт.,Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,Фабрика ботів,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,"«Все почалося з простого питання: ""А що, якби не треба було працювати?""» — Піна",
Building.BotPartFactory.Description,Тут виготовляються окремі частини для ботів.,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,Фабрика запчастин ботів,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,"«Готово! Ой, а звідки тут цей шуруп?» — Піна",
Building.Brazier.Description,"Палахкотливий вогонь, безпечно обмежений декоративною конструкцією.",
Building.Brazier.DisplayName,Вогнище,
Building.Brazier.FlavorDescription,"«Круто, просто вогонь!» — Сулі",Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BrazierOfBonding.DisplayName,Вогнище єднання,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,"«Як не для нас, то для прийдешніх поколінь», — мати Нгонель","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,Улюблений і єдиний спосіб розмноження Залізнозубих,Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,Інкубатор,
Building.BreedingPod.FlavorDescription,«Бобренята — наше майбутнє. До початку наступного місяця потрібна ще дюжина!» — старий Казко,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,Дає роботу додатковим будівельникам.,
Building.BuildersHut.DisplayName,Хатка будівельників,
Building.BuildersHut.FlavorDescription,"Не думайте, що Боброград збудували за день. За легендою, це зайняло шість годин.",Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,Декоративний стовп для оголошень.,
Building.BulletinPole.DisplayName,Інформаційний стовп,
Building.BulletinPole.FlavorDescription,"Травмувалися на роботі? Можливо, вам винні компенсацію. Краще зв'яжіться з Сулі!",Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Campfire.Description,"Місце, де бобри можуть відпочити й поспілкуватися ввечері.",
Building.Campfire.DisplayName,Багаття,
Building.Campfire.FlavorDescription,Іноді вогонь і дерево поєднуються добре.,
Building.Carousel.Description,Дерев'яна карусель для бобрів різного віку.,
Building.Carousel.DisplayName,Карусель,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,"«Куди збираєшся, бобреня? Гілки самі себе не обгризуть!» — мати Нгонель","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,"Потужна машина, що перетворює небезпечну зловоду на придатний до використання екстракт.",Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,Центрифуга,
Building.Centrifuge.FlavorDescription,"Ідея прийшла, коли карусель Хвостонародців закрутилася надто швидко.","Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,"Місце, де перезаряджаються боти.",Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,Зарядна станція,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,Сумісний лише з пристроями для залізоботів.,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Clock.Description,"Декоративний годинник. Достатньо великий, щоб його могли читати старі.",
Building.Clock.DisplayName,Годинник,
Building.Clock.FlavorDescription,"Важко уявити, але в прадавні часи бобри користувалися клепсидрами.",Clepsydra is an ancient water clock.
Building.CoffeeBrewery.Description,Тут варять каву.,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,Кав'ярня,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,"Якби не квоти на споживання, Залізнозубі взагалі б не спали.",
Building.CompactWaterWheel.Description,"Компактний генератор, що перетворює потік води на електрику.",
Building.CompactWaterWheel.DisplayName,Компактне водяне колесо,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.FlavorDescription,"Так, можна знов придумати водяне колесо.",A play on 'can't reinvent the wheel'
Building.ContaminationBarrier.Description,Зупиняє зараження й уберігає землю під собою.,Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,Бар'єр від зараження,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.ContaminationBarrier.FlavorDescription,«Побудуй греблю — зупини злоприплив!» — мотиваційний плакат,"Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContemplationSpot.Description,"Затишний куточок, де бобри можуть залишитися наодинці з природою й думками про неї.",
Building.ContemplationSpot.DisplayName,Куточок для роздумів,
Building.ContemplationSpot.FlavorDescription,"Бобри тут відпочивають, думаючи про примхи матінки природи.",
Building.ControlTower.Description,"Висока споруда, що посилає сигнал ботам поблизу й підвищує ефективність їхньої роботи.",Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,Контрольна вежа,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,"Поки живе хоч один бобер, бот має підкорятися його наказам.","A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.TemplateName."
Building.Dam.Description,"Блокує воду, але дозволяє певній кількості пройти через водоскид нагорі.",Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,Гребля,
Building.Dam.FlavorDescription,"Як відомо, коріння цивілізації лежить глибоко.",
Building.DanceHall.Description,"Відкрита зала, де бобри можуть пуститися в дикі танці.",
Building.DanceHall.DisplayName,Танцювальна зала,
Building.DanceHall.FlavorDescription,"«Не стій пеньком, наче зануда з Залізнозубих!» — Сулі",Iron Teeth must be the same as Faction.IronTeeth.DisplayName. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.DecontaminationPod.Description,"Ванна, в якій бобри лікуються від впливу зловоди.",Badwater should be the same as Good.Badwater.DisplayName.
Building.DecontaminationPod.DisplayName,Знезаражувач,Ideally the name of the building should refer to the contamination effect on the beaver (Need.BadwaterContamination).
Building.DecontaminationPod.FlavorDescription,"«Ні, Сулі, тобі не можна пити екстракт. Тебе й так в дитинстві в котел впустили!» — мати Нгонель","Reference to Obelix from Asterix and Obelix falling into a cauldron. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.DeepBadwaterPump.DisplayName,Глибокий зловодний насос,"Badwater Pump Must be the same as Building.BadwaterPump.DisplayName, Deep should be the same as in Building.DeepWaterPump.DisplayName"
Building.DeepBadwaterPump.FlavorDescription,"Подовжена труба вирішує проблему і з перепадом висоти, і зі смородом.",
Building.DeepMechanicalFluidPump.DisplayName,Глибокий механічний рідинний насос,
Building.DeepWaterPump.Description,Перекачує й фільтрує питну воду для бобрів. Високий рівень зараження зловодою сповільнює процес.,
Building.DeepWaterPump.DisplayName,Глибокий водяний насос,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,"«Несе бобер воду, коромисло гнеться, а за ним струмочок із відерця ллється!» — робоча пісня Залізнозубих","Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.Detailer.Description,Оздоблює боброві хвости.,This building allows the player to paint beavers' tails.
Building.Detailer.DisplayName,Мальовник,Detailer references that the tail customisations are details/decorations.
Building.Detailer.Folktails.FlavorDescription,Нехай ваш хвіст розкаже історію.,"Only Folktails have ads, so they can also have magazines. ""Weird Tales"" is a famous pulp magazine."
Building.Detailer.IronTeeth.FlavorDescription,"«Ну ж бо, то не боляче!» — Сулі","Wordplay, as the IT variant looks painful to use."
Building.DirtExcavator.Description,Потужне гірниче обладнання для збору ґрунту. Переробляє на ґрунт навіть тверді глибокі породи.,Dirt must the same as Good.Dirt.DisplayName.
Building.DirtExcavator.DisplayName,Екскаватор ґрунту,"A machine used to gather dirt, leaving a giant hole. Dirt must be the same as Good.Dirt.DisplayName."
Building.DirtExcavator.FlavorDescription,Не плутати з ескалатором!,It's literally not a drill. It's a different kind of mining equipment. ;)
Building.DistrictCenter.Description,"Основа для району зі своїм населенням, товарами й автономною мережею шляхів. Тут працюють будівельники.",
Building.DistrictCenter.DisplayName,Районний центр,
Building.DistrictCenter.FlavorDescription.Folktails,"«Затишок, врожай і завзяття!» — девіз Хвостонародців",The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,"«Працюй старанно, працюй старанно», — девіз Залізнозубих",The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictCrossing.Description,"Балансує товари між двома з'єднаними районами. З кожного боку є робітники, що розподіляють товари між районним перетином і рештою району.",Districts should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.DisplayName,Районний перетин,District should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.FlavorDescription,Навіщо бобер перейшов на інший бік?,"Referencing ""Why did a chicken cross a road"" jokes"
Building.DoubleDynamite.DisplayName,Подвійний динаміт,Dynamite that makes 2 blocks deep hole
Building.DoubleFloodgate.DisplayName,Подвійний шлюз,
Building.DoubleFloodgate.FlavorDescription,Як перевершити досконалість? Зробити вище.,
Building.DoubleLodge.Description,"Велика хатинка, де розміститься більше бобрів.",
Building.DoubleLodge.DisplayName,Подвійна хатинка,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,"Що більше, то краще.",This lodge fits twice as many beavers as a standard one
Building.DoublePlatform.DisplayName,Подвійна платформа,Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,"Вдвічі вища, але все ще стійка.",
Building.DoubleShower.DisplayName,Подвійний душ,A version of Building.Shower.DisplayName that can be used by two beavers at the same time
Building.DoubleShower.FlavorDescription,«Учорашній напарник по душу мені сподобався більше...» — Піна,
Building.Dynamite.Armed,Можна підривати!,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,{0} гине від вибуху.,{0} stands for beaver name
Building.Dynamite.CantDetonate,Неможливо підірвати. Занадто низько,Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,Руйнує землю під собою й підриває сусідні заряди динаміту.,Triggers can be changed to detonates
Building.Dynamite.Detonate,Детонувати,A button.
Building.Dynamite.DisplayName,Динаміт,There's a good called Explosives so they need to have different names
Building.Dynamite.ExplosionDepth,Глибина вибуху: {0},"Explains how deep the dynamite explosion is, {0} stands for the vertical number of blocks"
Building.Dynamite.FlavorDescription,В умовах постапокаліптичних реалій доводиться вдаватися до крайніх заходів.,
Building.EarthRecultivator.Folktails.Description,Розповсюджує насіння дерев по всій Землі. Після запуску бобри поблизу стають особливо щасливими.,
Building.EarthRecultivator.Folktails.DisplayName,Рекультиватор ґрунту,Earth meaning planet Earth and Recultivator meaning regenerating the planet.
Building.EarthRecultivator.Folktails.FlavorDescription,З кожним зернятком проростає надія.,
Building.EarthRepopulator.IronTeeth.Description,Запускає першопрохідців у далекі краї. Після запуску бобри поблизу стають особливо щасливими.,
Building.EarthRepopulator.IronTeeth.DisplayName,Репопулятор,Earth meaning planet Earth and Repopulator meaning starting new colonies or restoring the population.
Building.EarthRepopulator.IronTeeth.FlavorDescription,Після деяких нині засекречених випробувань із катапультою натомість було прийнято цю конструкцію.,"This building looks like a plane runway, so this jokingly references a more primitive idea."
Building.EfficientFarmhouse.Description,Тут працюють фермери для саджання і збору культур. Удосконалена розробка Хвостонародців дає розмістити більше фермерів.,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.DisplayName,Ефективна ферма,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.FlavorDescription,Ефективність залежить від виконання політики «не їсти на роботі».,
Building.EfficientMine.Description,"Тут працюють гірники, які видобувають металобрухт із підземних руїн. Інноваційний дизайн максимально підвищує швидкість видобування.","Underground Ruins is a building, same as Building.Underground Ruins.DisplayName"
Building.EfficientMine.DisplayName,Ефективна шахта,An extracting facility which can be placed on underground ruins.
Building.EfficientMine.FlavorDescription,"Залізнозубі отримали перевагу, першими дослідивши підземелля.","Reference to the ""upper hand"" phrase. The mine is built on top of underground human ruins."
Building.ExercisePlaza.Description,"Площа, призначена для групових вправ, які розвивають силу і гнучкість.",
Building.ExercisePlaza.DisplayName,Тренувальний майданчик,
Building.ExercisePlaza.FlavorDescription,"Залізнозубі хочуть бути схожими на власні творіння: міцнішими, досконалішими, швидшими, сильнішими.","Reference to the Daft Punk song ""Harder, Better, Faster, Stronger""."
Building.ExplosivesFactory.Description,Переробляє зловоду на вибухівку.,Explosives and badwater being goods names. Badwater should be the same as Good.Badwater.DisplayName.
Building.ExplosivesFactory.DisplayName,Завод вибухових речовин,Explosives is name of a good.Explosives should be the same as Good.Explosives.PluralDisplayName
Building.FarmerMonument.DisplayName,Пам'ятник фермеру,A large statue of a farmer carrying a bundle of wheat.
Building.FarmerMonument.FlavorDescription,"Підкорювачі пустки, годувальники народу.",
Building.Farmhouse.Description,"Тут працюють фермери, які саджають і збирають культури.",
Building.Farmhouse.DisplayName,Ферма,
Building.Farmhouse.FlavorDescription,"Сільське господарство — один зі стовпів, на якому стоїть боброве суспільство.",
Building.Fermenter.Description,Тут квасять овочі й фрукти — смачно та поживно.,Ferments should be the same as in Building.Fermenter.DisplayName
Building.Fermenter.DisplayName,Ферментатор,A building that ferments plants to make food.
Building.Fermenter.FlavorDescription,Після кількох нещасних випадків перелік продуктів для переробки довелося обмежити — квасьте відповідально.,Referrencing fermentation used to produce alcoholic beverages.
Building.FlameOfUnity.DisplayName,Полум'я єдності,A large beacon held by four beaver statues.
