ID,Text,Comment
Bot.BeaversPerished,"Nic mi nawet nie mów o bobrach.
Miały wszystko. Świeże powietrze, czystą wodę.
Teraz są tylko odległym wspomnieniem.","Text for a game over state, when all beavers have perished."
Bot.Created,Bot {0} zostaje stworzony!,{0} stands for bot name. Notification that shows when production of a new bot finishes.
Bot.DeadNameSuffix,(zniszczony),Preceded by bot name and age
Bot.DeathMessage,Bot {0} jest zepsuty.,{0} stands for bot name. Notification that shows when a bot breaks down completely (it's destroyed)
Bot.DisplayName.Folktails,Drewnobot {0},{0} stands for a bot serial number. Name of bots from the Folktails faction. Named after the fact they are visibly made from wood.
Bot.DisplayName.IronTeeth,Żelazobot {0},{0} stands for a bot serial number. Name of bots from the Iron Teeth faction. Named after the fact they are visibly made from metal.
Bot.Durability,Wytrzymałość,Label before a progress bar showing amount of durability left
Bot.PluralDisplayName,Boty,"Bots are autonomous robots, who assist beavers in their everyday tasks. They are constructed in factories."
Bot.TemplateName,Bot,A bot is an animated anthropomorphic being which is created from inanimate matter. Timberborn bots are depicting beavers and are made of wood and metal.
Breeding.NutrientBringing,"Składniki odżywcze dostarczane są przez tragarzy, bezrobotnych i robotników po godzinach.","Haulers are the same as in Building.HaulingPost.Description, unemployed as in Beaver.UnemployedPlural, workers as in Work.WorkersLabel"
Breeding.NutrientsNeeded,Potrzebne składniki odżywcze:,Followed by a list of nutrients needed to produce a new beaver in breeding facility
Breeding.Progress,Postęp rozrodu,Label inside a progress bar describing production progress of new beaver in breeding facility
BuilderPriorityTool.Description,"Użyj tego narzędzia, by ustalić priorytet budowy, zniszczenia lub zbierania dóbr z gruzów.",Rubble should be plural version of RecoveredGoodStack.DisplayName
BuilderPriorityTool.Tip,"Kliknij obiekt, by ustawić jego priorytet, lub przytrzymaj przycisk, by wybrać większy obszar.",
Building.AdvancedBreedingPod.Description,"Wykorzystuje zaawansowany proces rozrodu do produkcji dorosłych bobrów, którym pilno do pracy.",Breeding should be the same as Building.BreedingPod.DisplayName
Building.AdvancedBreedingPod.DisplayName,Zaawansowany inkubator,
Building.AdvancedBreedingPod.FlavorDescription,"Bobry wpadły na ten pomysł po tym, jak pewne dziecko wleciało do zbiornika pełnego ekstraktu, nażłopało się go i niezwykle szybko urosło.","Extract must be the same as Good.Extract.DisplayName, kit is a young beaver."
Building.Agora.Description,"Duże miejsce spotkań, gdzie bobry mogą dyskutować na drewniane tematy.",
Building.Agora.DisplayName,Agora,
Building.Agora.FlavorDescription,"Zapalone zielone światła oznaczają, że czas na zebranie Folkogonów.",Folktails must be same as faction as Faction.Folktails.DisplayName.
Building.AncientAquiferDrill.DisplayName,Stary świder do warstwy wodonośnej,
Building.AquaticFarmhouse.Description,"Pozwala zatrudniać wyspecjalizowanych rolników, którzy sadzą rośliny uprawne i zbierają <YellowHighlight>wodne</YellowHighlight> plony.","Aquatic is a keyword, must be the same as in NaturalResources.Aquatic."
Building.AquaticFarmhouse.DisplayName,Gospodarstwo wodne,A farmhouse that specializes in water plants.
Building.AquaticFarmhouse.FlavorDescription,"„Krążyła kiedyś plotka, że żywimy się rybami. Ohyda!” — Babcia Trebuszka.","Beavers eating fish is a common misconception. Beavers are 100% herbivores. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Aquifer.Description,Podziemne źródło wody.,
Building.Aquifer.DisplayName,Warstwa wodonośna,
Building.AquiferDrill.Description,Umożliwia pozyskiwanie wody z warstwy wodonośnej.,
Building.AquiferDrill.DisplayName,Świder do warstwy wodonośnej,
Building.BadtideDrain.Description,Umożliwia pozbycie się złowody podczas złofali.,
Building.BadtideDrain.DisplayName,Odpływ złofali,
Building.BadwaterDischarge.Description,"Odcina źródło złowody. Można ją otworzyć i zamknąć. Gdy jest otwarta, zapewnia przepływ złowody nawet podczas suszy.","Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.DisplayName,Śluza złowody,"Name of the building that can either stop flow of badwater or enforce flow with full power. It's a dome shaped, mechanical building that opens and closes like a camera shutter. Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.FlavorDescription,W pobliżu mogą przebywać jedynie prawdziwi inżynierowie budownictwa lądowego.,This is a reference to a youtuber called Real Civil Engineer.
Building.BadwaterDome.Description,Odcina źródło złowody. Można ją otworzyć i zamknąć.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDome.DisplayName,Zapora złowody,Name of the building that stops flow of badwater when put on its source. It's a dome shaped mechanical building that can open and close by raising the cover up and down. Badwater must be the same as Good.Badwater.DisplayName.
Building.BadwaterDome.FlavorDescription,Brak złowody to brak łez.,"This is a reference to a Bob Marley song ""No woman, no cry""."
Building.BadwaterPump.Description,Wzmocniona pompa zdolna do przetaczania złowody. Niskie skażenie złowodą obniża prędkość pompowania.,Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.BadwaterPump.DisplayName,Pompa złowody,Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterPump.FlavorDescription,„Te ich środki ochrony mogłyby zawierać zatyczki do nosa” — Suli.,Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BadwaterRig.Description,Odcina źródło złowody. Pracują tam bobry pobierające złowodę prosto z jej źródła.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterRig.DisplayName,Szyb złowody,Name of the building that stops flow from badwater source and generates Good.Badwater.DisplayName goods (by extracting them from source). It's a mechanical building that needs workers to operate. Badwater must be the same as Good.Badwater.DisplayName
Building.BadwaterRig.FlavorDescription,"Jak pracujesz nad bulgoczącym źródłem złowody, to wiecznie ci skacze ciśnienie.",Play on words with pressure referring to both water pressure and stress. If possible try to adapt the phrase to fit your language.
Building.BadwaterSeep.Description,Źródło złowody o ograniczonym ciśnieniu.,
Building.BadwaterSeep.DisplayName,Wyciek złowodny,"A building that allows badwater to seep through, creating a natural badwater source."
Building.BadwaterSource.DisplayName,Źródło złowody,A crack or spring in the ground spuming badwater. Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterSource.FlavorDescription,"„Dlaczego musimy sprzątać bałagan, który zrobili ludzie? Ach, no tak… przecież wszyscy wymarli” — Sosno.",
Building.Bakery.Description,Piecze się w niej chleb i ciastka z różnych rodzajów mąki.,Pastry being a baked good.
Building.Bakery.DisplayName,Piekarnia,Building that bakes bread
Building.Bakery.FlavorDescription,„Nie ma to jak zapach gorącej bułki z trocinami o poranku” — Babcia Trebuszka.,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Barrack.Description,Praktyczna kwatera wspólna.,
Building.Barrack.DisplayName,Barak,Barracks are cramped homes for beavers. Not related to soldiers.
Building.Barrack.FlavorDescription,„Dwa Folkogony wchodzą do baraku” — żart Żelazozębnych.,"Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.BeaverBust.Description,Popiersie jakiegoś ważniaka.,
Building.BeaverBust.DisplayName,Popiersie bobra,
Building.BeaverBust.FlavorDescription,Psotne dzieciaki lubią dorysowywać różne rzeczy na buzi Starego Kazko.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,Posąg dobrze odżywionego bobra.,
Building.BeaverStatue.Description.IronTeeth,Posąg ciężko pracującego bobra.,
Building.BeaverStatue.DisplayName,Posąg bobra,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,"W dobrych czasach napełni cię dumą, a w złych wzmoże głód.",The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,Pierwotną wersję z sierpem uznano za zbyt folkogońską.,This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,Przyspiesza wzrost pobliskich roślin uprawnych.,
Building.Beehive.DisplayName,Ul,
Building.Beehive.FlavorDescription,„Kiedyś w końcu przywykniesz do tego bzyczenia” — Babcia Trebuszka.,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,Jego dźwięk sygnalizuje początek lub koniec pracy tego dnia.,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,Dzwon,A large metal bell
Building.Bell.FlavorDescription,„To porannego dzwona powinno się wyczekiwać” — Stary Kazko.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,Ławka,
Building.Bench.FlavorDescription,Od czasu do czasu jakiś wandal ostrzy sobie zęby na własność publiczną.,
Building.Blockage.Description,Naturalna bariera blokująca przepływ wody. Można ją zniszczyć.,Demolished meaning removed by a worker.
Building.Blockage.DisplayName,Zator,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,"Trudno uwierzyć, że kiedyś wystarczyło błoto i gałęzie, by zbudować tamę.",
Building.BotAssembler.Description,Umożliwia montaż autonomicznych botów do wykonywania codziennych zadań.,Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,Montownia botów,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,Wszystko zaczęło się od powiedzenia sobie: „A gdyby tak nie trzeba było dziś pracować” — Sosno.,
Building.BotPartFactory.Description,Pozwala wytwarzać elementy botów.,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,Fabryka części do botów,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,"„Zrobione! Zaraz, a co tu robi ta śrubka?” — Sosno.",
Building.Brazier.Description,Płonący ogień bezpiecznie zamknięty w ozdobnym pojemniku.,
Building.Brazier.DisplayName,Koksownik,
Building.Brazier.FlavorDescription,„Ale sztos” — Suli.,Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BrazierOfBonding.DisplayName,Pochodnia więzi,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,"„Jeśli nie dla nas, to dla przyszłych pokoleń” — Babcia Trebuszka.","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,Preferowana i jedyna metoda reprodukcji Żelazozębnych.,Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,Inkubator,
Building.BreedingPod.FlavorDescription,„Dzieci to nasza przyszłość. Potrzebujemy kolejnej dwunastki na przyszły miesiąc” — Stary Kazko.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,Zatrudnia dodatkowych budowniczych.,
Building.BuildersHut.DisplayName,Chata budowniczych,
Building.BuildersHut.FlavorDescription,"Nie od razu Bobrzym zbudowano. Legenda głosi, że zajęło to 6 godzin.",Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,"Ozdobny słup, na którym zamieszczane są ogłoszenia publiczne.",
Building.BulletinPole.DisplayName,Słup ogłoszeniowy,
Building.BulletinPole.FlavorDescription,"Wypadek podczas pracy? Dzięki Suli sprawdzisz, czy należy ci się odszkodowanie!",Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Campfire.Description,"Miejsce, przy którym wieczorami bobry mogą odpoczywać i udzielać się towarzysko.",
Building.Campfire.DisplayName,Ognisko,
Building.Campfire.FlavorDescription,Czasem drewno i ogień to dobre połączenie.,
Building.Carousel.Description,Drewniana karuzela dla bobrów w każdym wieku.,
Building.Carousel.DisplayName,Karuzela,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,„A ty gdzie się wybierasz? Te gałęzie same się nie obgryzą” — Babcia Trebuszka.,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,"Wydajna machina, która jest w stanie przekształcić niebezpieczną złowodę w użyteczny ekstrakt.",Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,Wirówka,
Building.Centrifuge.FlavorDescription,Inspiracją dla tego obiektu była kręcąca się za szybko karuzela Folkogonów.,"Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,"Miejsce, w które przychodzą boty, by się naładować.",Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,Stacja ładowania,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,Nie należy używać z urządzeniami innymi niż Żelazoboty.,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Clock.Description,"Ozdobny zegar, który jest na tyle duży, że nawet starsze bobry są w stanie zobaczyć na nim godzinę.",
Building.Clock.DisplayName,Zegar,
Building.Clock.FlavorDescription,"Trudno wyobrazić sobie te dawne czasy, gdy bobry musiały używać klepsydr.",Clepsydra is an ancient water clock.
Building.CoffeeBrewery.Description,Parzy się tam kawę.,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,Palarnia kawy,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,"Gdyby nie zalecenia dotyczące ilości spożywanej kofeiny, Żelazozębni nigdy by nie spali.",
Building.CompactWaterWheel.Description,Niewielki generator zamieniający siłę przepływającej wody w moc.,
Building.CompactWaterWheel.DisplayName,Kompaktowe koło wodne,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.FlavorDescription,"Tak, można wymyślić koło wodne na nowo.",A play on 'can't reinvent the wheel'
Building.ContaminationBarrier.Description,Zapobiega podziemnemu rozprzestrzenianiu się skażenia gleby.,Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,Bariera zapobiegająca skażeniu,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.ContaminationBarrier.FlavorDescription,„Jedna zapora dziennie zbudowana i złofala wnet przegnana” — plakat motywacyjny.,"Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContemplationSpot.Description,"Miejsce, w którym bobry mogą kontemplować naturę.",
Building.ContemplationSpot.DisplayName,Miejsce do rozmyślań,
Building.ContemplationSpot.FlavorDescription,"Bobry spędzają tu spokojne chwile, rozmyślając nad kaprysami matki natury.",
Building.ControlTower.Description,"Wysoka konstrukcja, z której wysyłane są sygnały do znajdujących się w pobliżu botów, aby zwiększyć ich wydajność.",Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,Wieża kontrolna,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,"Bot musi być posłuszny rozkazom bobrów, chyba że zabraknie bobrów, które mogłyby je wydawać.","A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.TemplateName."
Building.Dam.Description,"Blokuje wodę do poziomu, w którym zaczyna ona przelewać się przez jej szczyt.",Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,Tama,
Building.Dam.FlavorDescription,"Jak wszyscy wiedzą, fundamenty cywilizacji znajdują się głęboko pod powierzchnią wody.",
Building.DanceHall.Description,"Sala, w której bobry mogą w końcu wyluzować.",
Building.DanceHall.DisplayName,Sala taneczna,
Building.DanceHall.FlavorDescription,„Co tak stoisz jak jakiś nudziarz Żelazozębnych?” — Suli.,Iron Teeth must be the same as Faction.IronTeeth.DisplayName. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.DecontaminationPod.Description,Kąpiel dla bobrów w celu odkażenia po kontakcie ze złowodą.,Badwater should be the same as Good.Badwater.DisplayName.
Building.DecontaminationPod.DisplayName,Kapsuła odkażania,Ideally the name of the building should refer to the contamination effect on the beaver (Need.BadwaterContamination).
Building.DecontaminationPod.FlavorDescription,"„Nie, Suli, nie możesz wypić ekstraktu. Jedno wpadnięcie do kociołka ci nie wystarczy?” — Babcia Trebuszka.","Reference to Obelix from Asterix and Obelix falling into a cauldron. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.DeepBadwaterPump.DisplayName,Głębinowa pompa złowody,"Badwater Pump Must be the same as Building.BadwaterPump.DisplayName, Deep should be the same as in Building.DeepWaterPump.DisplayName"
Building.DeepBadwaterPump.FlavorDescription,Wydłużona rura rozwiązuje problem różnicy wysokości oraz nieprzyjemnego zapachu.,
Building.DeepMechanicalFluidPump.DisplayName,Głębinowa mechaniczna pompa płynów,
Building.DeepWaterPump.Description,Pompuje i uzdatnia wodę dla bobrów. Skażenie złowodą obniża prędkość pompowania.,
Building.DeepWaterPump.DisplayName,Głębinowa pompa wodna,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,"„Woda pochodzi z krainy pod chodnikiem, gdzie rosną pałki wodne, a bóbr jest hydraulikiem” — pieśń robocza Żelazozębnych.","Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.Detailer.Description,Umożliwia personalizację ogonów bobrów.,This building allows the player to paint beavers' tails.
Building.Detailer.DisplayName,Odpicownik,Detailer references that the tail customisations are details/decorations.
Building.Detailer.Folktails.FlavorDescription,"Pokaż mi swój ogon, a powiem ci, kim jesteś.","Only Folktails have ads, so they can also have magazines. ""Weird Tales"" is a famous pulp magazine."
Building.Detailer.IronTeeth.FlavorDescription,„Teraz możesz trzymać wszystkich w żelaznym uścisku” — Suli.,"Wordplay, as the IT variant looks painful to use."
Building.DirtExcavator.Description,Ciężkie urządzenie górnicze do zbierania ziemi. Będzie jej dostarczać nawet po dotarciu do warstwy skalnej.,Dirt must the same as Good.Dirt.DisplayName.
Building.DirtExcavator.DisplayName,Koparka do robót ziemnych,"A machine used to gather dirt, leaving a giant hole. Dirt must be the same as Good.Dirt.DisplayName."
Building.DirtExcavator.FlavorDescription,Ten harmider to nie świder!,It's literally not a drill. It's a different kind of mining equipment. ;)
Building.DistrictCenter.Description,"Ustanawia dzielnicę z odrębną społecznością, dobrami i własną siatką ścieżek. Werbuje budowniczych.",
Building.DistrictCenter.DisplayName,Urząd dzielnicy,
Building.DistrictCenter.FlavorDescription.Folktails,"„Żarcie, wygoda i wielka kłoda” — motto Folkogonów.",The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,„Ciężka praca się opłaca” — motto Żelazozębnych.,The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictCrossing.Description,"Reguluje przepływ dóbr pomiędzy dwiema dzielnicami. Po każdej stronie pracują robotnicy, którzy dystrybuują dobra między skrzyżowaniem dzielnic a resztą dzielnicy.",Districts should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.DisplayName,Skrzyżowanie dzielnic,District should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.FlavorDescription,"Co powstanie, jeśli skrzyżujesz bobra z bobrem?","Referencing ""Why did a chicken cross a road"" jokes"
Building.DoubleDynamite.DisplayName,Podwójny dynamit,Dynamite that makes 2 blocks deep hole
Building.DoubleFloodgate.DisplayName,Podwójna śluza,
Building.DoubleFloodgate.FlavorDescription,Jak udoskonalić doskonałość? Powiększając ją.,
Building.DoubleLodge.Description,"Większy dom, który pomieści więcej bobrów.",
Building.DoubleLodge.DisplayName,Podwójny dom,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,"Im więcej, tym lepiej.",This lodge fits twice as many beavers as a standard one
Building.DoublePlatform.DisplayName,Podwyższona platforma,Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,"Dwukrotnie wyższa, jednak równie wytrzymała.",
Building.DoubleShower.DisplayName,Podwójny prysznic,A version of Building.Shower.DisplayName that can be used by two beavers at the same time
Building.DoubleShower.FlavorDescription,„Wczoraj pod prysznicem było lepsze towarzystwo” — Sosno.,
Building.Dynamite.Armed,Uzbrojony!,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,{0} ginie od wybuchu.,{0} stands for beaver name
Building.Dynamite.CantDetonate,"Nie można zdetonować, jest za nisko.",Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,Niszczy teren znajdujący się pod nim i odpala sąsiednie laski dynamitu.,Triggers can be changed to detonates
Building.Dynamite.Detonate,Zdetonuj,A button.
Building.Dynamite.DisplayName,Dynamit,There's a good called Explosives so they need to have different names
Building.Dynamite.ExplosionDepth,Głębokość eksplozji: {0},"Explains how deep the dynamite explosion is, {0} stands for the vertical number of blocks"
Building.Dynamite.FlavorDescription,"Aby przystosować się do postapokaliptycznego świata, trzeba było uciec do pewnych radykalnych rozwiązań.",
Building.EarthRecultivator.Folktails.Description,Rozsiewa nasiona drzew po Ziemi. Po aktywacji bardzo uszczęśliwia pobliskie bobry.,
Building.EarthRecultivator.Folktails.DisplayName,Rekultywator Ziemi,Earth meaning planet Earth and Recultivator meaning regenerating the planet.
Building.EarthRecultivator.Folktails.FlavorDescription,Nadzieja rośnie wraz z każdym nasieniem.,
Building.EarthRepopulator.IronTeeth.Description,Wysyła pionierów w lot do odległych krain. Po aktywacji bardzo uszczęśliwia pobliskie bobry.,
Building.EarthRepopulator.IronTeeth.DisplayName,Repopulator Ziemi,Earth meaning planet Earth and Repopulator meaning starting new colonies or restoring the population.
Building.EarthRepopulator.IronTeeth.FlavorDescription,Po utajnionych testach z katapultą zamiast niej postawiono na ten projekt.,"This building looks like a plane runway, so this jokingly references a more primitive idea."
Building.EfficientFarmhouse.Description,"Pozwala zatrudniać rolników, którzy sadzą rośliny uprawne i zbierają plony. Dzięki ulepszonemu projektowi Folkogonów jest w stanie pomieścić więcej rolników.",Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.DisplayName,Wydajne gospodarstwo,Farmhouse should be the same as in Building.Farmhouse.DisplayName
