ID,Text,Comment
Bot.DisplayName.Folktails,Timberbot {0},{0} stands for a bot serial number. Name of bots from the Folktails faction. Named after the fact they are visibly made from wood.
Bot.DisplayName.IronTeeth,Ironbot {0},{0} stands for a bot serial number. Name of bots from the Iron Teeth faction. Named after the fact they are visibly made from metal.
Bot.Durability,Durability,Label before a progress bar showing amount of durability left
Bot.PluralDisplayName,Bots,"Bots are autonomous robots, who assist beavers in their everyday tasks. They are constructed in factories."
Bot.TemplateName,Bot,A bot is an animated anthropomorphic being which is created from inanimate matter. Timberborn bots are depicting beavers and are made of wood and metal.
Breeding.NutrientBringing,"Nutrients are brought by haulers, the unemployed, and workers after work.","Haulers are the same as in Building.HaulingPost.Description, unemployed as in Beaver.UnemployedPlural, workers as in Work.WorkersLabel"
Breeding.NutrientsNeeded,Needed nutrients:,Followed by a list of nutrients needed to produce a new beaver in breeding facility
Breeding.Progress,Breeding progress,Label inside a progress bar describing production progress of new beaver in breeding facility
BuilderPriorityTool.Description,"Use this tool to set priority for construction, demolition and gathering goods from Rubbles.",Rubble should be plural version of RecoveredGoodStack.DisplayName
BuilderPriorityTool.Tip,Click an item to set its priority or hold the button to select a bigger area.,
Building.AdvancedBreedingPod.Description,"Utilizes an advanced breeding process to produce adult beavers, eager to get to work.",Breeding should be the same as Building.BreedingPod.DisplayName
Building.AdvancedBreedingPod.DisplayName,Advanced Breeding Pod,
Building.AdvancedBreedingPod.FlavorDescription,The idea came up when a kit fell into a cauldron full of extract and had a giant growth spurt after drinking it all.,"Extract must be the same as Good.Extract.DisplayName, kit is a young beaver."
Building.Agora.Description,A large gathering place where beavers can discuss timber-related topics.,
Building.Agora.DisplayName,Agora,
Building.Agora.FlavorDescription,"When the green beacons are lit, it's a sign for Folktails to gather.",Folktails must be same as faction as Faction.Folktails.DisplayName.
Building.AncientAquiferDrill.DisplayName,Ancient Aquifer Drill,
Building.AquaticFarmhouse.Description,"Employs specialized farmers to plant and harvest <YellowHighlight>Aquatic</YellowHighlight> crops.","Aquatic is a keyword, must be the same as in NaturalResources.Aquatic."
Building.AquaticFarmhouse.DisplayName,"Aquatic Farmhouse","A farmhouse that specializes in water plants."
Building.AquaticFarmhouse.FlavorDescription,"""There was once a rumour we eat fish. Disgusting!"" —Ma' Ngonel","Beavers eating fish is a common misconception. Beavers are 100% herbivores. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Aquifer.Description,An underground source of water.,
Building.Aquifer.DisplayName,Aquifer,
Building.AquiferDrill.Description,Extracts water from an Aquifer.,
Building.AquiferDrill.DisplayName,Aquifer Drill,
Building.BadtideDrain.Description,Spews out badwater during a Badtide.,
Building.BadtideDrain.DisplayName,Badtide Drain,
Building.BadwaterDischarge.Description,"Seals a Badwater Source. Can be opened or closed. When open, badwater flows even during droughts.","Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.DisplayName,Badwater Discharge,"Name of the building that can either stop flow of badwater or enforce flow with full power. It's a dome shaped, mechanical building that opens and closes like a camera shutter. Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.FlavorDescription,Only real civil engineers are allowed nearby.,"This is a reference to a youtuber called Real Civil Engineer."
Building.BadwaterDome.Description,Seals a Badwater Source. Can be opened or closed at will.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDome.DisplayName,Badwater Dome,"Name of the building that stops flow of badwater when put on its source. It's a dome shaped mechanical building that can open and close by raising the cover up and down. Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDome.FlavorDescription,"No badwater, no cry.","This is a reference to a Bob Marley song ""No woman, no cry""."
Building.BadwaterPump.Description,A reinforced pump capable of pumping out badwater. Low badwater contamination slows down its pumping speed.,Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.BadwaterPump.DisplayName,Badwater Pump,Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterPump.FlavorDescription,"""I wish the extra protective measures included nose plugs."" —Suli","Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible."
Building.BadwaterRig.Description,Seals a Badwater Source. Employs workers who extract badwater directly from the source.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterRig.DisplayName,Badwater Rig,"Name of the building that stops flow from badwater source and generates Good.Badwater.DisplayName goods (by extracting them from source). It's a mechanical building that needs workers to operate. Badwater must be the same as Good.Badwater.DisplayName"
Building.BadwaterRig.FlavorDescription,Those working on top of a boiling badwater source feel constant pressure.,"Play on words with pressure referring to both water pressure and stress. If possible try to adapt the phrase to fit your language."
Building.BadwaterSeep.Description,A source of badwater with limited pressure.,
Building.BadwaterSeep.DisplayName,Badwater Seep,"A building that allows badwater to seep through, creating a natural badwater source."
Building.BadwaterSource.DisplayName,Badwater Source,A crack or spring in the ground spuming badwater. Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterSource.FlavorDescription,"""Why do we have to clean up the hoomans' mess? Oh, right, they're all dead."" —Pina",
Building.Bakery.Description,"Bakes bread and pastries from different flours.","Pastry being a baked good."
Building.Bakery.DisplayName,Bakery,Building that bakes bread
Building.Bakery.FlavorDescription,"""Nothing like a hot bun with a little sawdust sprinkled on top."" —Ma' Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Barrack.Description,"Practical, shared housing.",
Building.Barrack.DisplayName,Barrack,Barracks are cramped homes for beavers. Not related to soldiers.
Building.Barrack.FlavorDescription,"""Two Folktails walk into a barrack."" —Iron Teeth joke","Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.BeaverBust.Description,A bust of an important looking beaver.,
Building.BeaverBust.DisplayName,Beaver Bust,
Building.BeaverBust.FlavorDescription,Mischievous kits like to add various details to the Ol' Kazko's face.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,"A statue of a well-fed beaver.",
Building.BeaverStatue.Description.IronTeeth,"A statue of a hard-working beaver.",
Building.BeaverStatue.DisplayName,Beaver Statue,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,"Making you proud in the good years and hungry in the bad.","The statue shows a beaver with a full belly so it can make one hungry when looking at it."
Building.BeaverStatue.FlavorDescription.IronTeeth,"The original design with a sickle was deemed too Folktails-like.","This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName)."
Building.Beehive.Description,Boosts the growth of nearby crops.,
Building.Beehive.DisplayName,Beehive,
Building.Beehive.FlavorDescription,"""You get used to the buzzing eventually.""  —Ma' Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,"It rings at the beginning and the end of a workday.","This is a large metal bell that rings twice a day."
Building.Bell.DisplayName,Bell,"A large metal bell"
Building.Bell.FlavorDescription,"""It's the morning ringing you should be looking forward to."" —Ol' Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,Bench,
Building.Bench.FlavorDescription,"Every now and then, some vandal will eat on the public property.",
Building.Blockage.Description,A natural barrier blocking water. Can be demolished.,Demolished meaning removed by a worker.
Building.Blockage.DisplayName,Blockage,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,It's hard to believe there were simpler times when mud with branches constituted a dam.,
Building.BotAssembler.Description,"Assembles autonomous bots to perform everyday tasks.",Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,Bot Assembler,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,"It all started with a simple ""what if I didn't have to work today"". —Pina",
Building.BotPartFactory.Description,Manufactures bot components.,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,Bot Part Factory,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,"""Done! Wait, what is this screw doing here?"" —Pina",
Building.Brazier.Description,A blazing fire safely contained in a decorative enclosure.,
Building.Brazier.DisplayName,Brazier,
Building.Brazier.FlavorDescription,"""Woah, that's lit."" —Suli","Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible."
Building.BrazierOfBonding.DisplayName,Brazier of Bonding,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,"""If not for us, then for the future generations."" —Ma' Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,"The Iron Teeth's preferred, and only, way to reproduce.",Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,Breeding Pod,
Building.BreedingPod.FlavorDescription,"""Kits are our future. We need twelve more by next month."" —Ol' Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,Employs additional builders.,
Building.BuildersHut.DisplayName,Builders' Hut,
Building.BuildersHut.FlavorDescription,Beaverome wasn't built in a day. Legend says it was six hours.,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,A decorative pole for public messages.,
Building.BulletinPole.DisplayName,Bulletin Pole,
Building.BulletinPole.FlavorDescription,"Have you been injured at work? You may be eligible for compensation! Contact Suli.","Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible."
Building.Campfire.Description,A place for beavers to relax and socialize in the evening.,
Building.Campfire.DisplayName,Campfire,
Building.Campfire.FlavorDescription,"Sometimes, fire and wood are a good match.",
Building.Carousel.Description,A wooden merry-go-round for beavers of all ages.,
Building.Carousel.DisplayName,Carousel,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,"""Where do you think you're going, kit? These branches won't peel themselves."" —Ma' Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,"Heavy duty machinery transforming the dangerous badwater into usable extract.",Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,Centrifuge,
Building.Centrifuge.FlavorDescription,The idea came up after a Folktails carousel ran too fast.,"Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,A place where bots come to recharge.,Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,Charging Station,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,Do not use with non-Ironbot devices.,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Clock.Description,A decorative timepiece large enough to be read by grandfathers.,
Building.Clock.DisplayName,Clock,
Building.Clock.FlavorDescription,"It's difficult to imagine that in the olden times, beavers used clepsydras.","Clepsydra is an ancient water clock."
Building.CoffeeBrewery.Description,Brews coffee.,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,Coffee Brewery,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,"Were it not for consumption limits, the Iron Teeth would not sleep at all.",
Building.CompactWaterWheel.Description,"A compact generator transforming flow of water into power.",
Building.CompactWaterWheel.DisplayName,Compact Water Wheel,"A water wheel that's smaller than other versions."
Building.CompactWaterWheel.FlavorDescription,"Yes, you can reinvent the water wheel.","A play on 'can't reinvent the wheel'"
Building.ContaminationBarrier.Description,Stops soil contamination from spreading beneath it.,Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,Contamination Barrier,"Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName."
Building.ContaminationBarrier.FlavorDescription,"""Build a barrier a day, keep badtides away!"" —motivational poster","Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContemplationSpot.Description,"A small spot where beavers can contemplate nature.",
Building.ContemplationSpot.DisplayName,Contemplation Spot,
Building.ContemplationSpot.FlavorDescription,"Beavers spend some quiet time here, pondering the whims of mother nature.",
Building.ControlTower.Description,A tall structure that sends out a signal to nearby bots to boost their performance.,Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,Control Tower,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,A bot must obey orders given it by beaver beings except where beavers are no more.,"A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.TemplateName."
Building.Dam.Description,Blocks water but allows some to pass through a spillway at the top.,Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,Dam,
Building.Dam.FlavorDescription,"As everyone knows, a civilization's fundaments are built underwater.",
Building.DanceHall.Description,An open hall where beavers can let their tails loose.,
Building.DanceHall.DisplayName,Dance Hall,
Building.DanceHall.FlavorDescription,"""Come on, don't just stand there like some Iron Teeth bore."" —Suli",Iron Teeth must be the same as Faction.IronTeeth.DisplayName. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.DecontaminationPod.Description,A bath for beavers to recover from badwater exposure.,Badwater should be the same as Good.Badwater.DisplayName.
Building.DecontaminationPod.DisplayName,Decontamination Pod,Ideally the name of the building should refer to the contamination effect on the beaver (Need.BadwaterContamination).
Building.DecontaminationPod.FlavorDescription,"""No Suli, you can't drink the extract. You fell into the cauldron when you was a kit!"" —Ma 'Ngonel","Reference to Obelix from Asterix and Obelix falling into a cauldron. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.DeepBadwaterPump.DisplayName,Deep Badwater Pump,"Badwater Pump Must be the same as Building.BadwaterPump.DisplayName, Deep should be the same as in Building.DeepWaterPump.DisplayName"
Building.DeepBadwaterPump.FlavorDescription,The extended pipe helps with both height differences and the smell.,
Building.DeepMechanicalFluidPump.DisplayName,Deep Mechanical Fluid Pump,
Building.DeepWaterPump.Description,Pumps and filters water for beavers to drink. Badwater contamination slows down its pumping speed.,
Building.DeepWaterPump.DisplayName,Deep Water Pump,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,"""The water comes from the land down under, where cattails grow and beaver's a plumber."" —Iron Teeth work song","Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.Detailer.Description,Customizes beavers' tails.,This building allows the player to paint beavers' tails.
Building.Detailer.DisplayName,Detailer,Detailer references that the tail customisations are details/decorations.
Building.Detailer.Folktails.FlavorDescription,Make your tail tell a tale.,"Only Folktails have ads, so they can also have magazines. ""Weird Tales"" is a famous pulp magazine."
Building.Detailer.IronTeeth.FlavorDescription,"Come on, it doesn't hurt to get one. —Suli","Wordplay, as the IT variant looks painful to use."
Building.DirtExcavator.Description,A heavy duty mining rig for collecting dirt. It will continue to produce dirt even after reaching the bedrock.,"Dirt must the same as Good.Dirt.DisplayName."
Building.DirtExcavator.DisplayName,Dirt Excavator,"A machine used to gather dirt, leaving a giant hole. Dirt must be the same as Good.Dirt.DisplayName."
Building.DirtExcavator.FlavorDescription,"This is not a drill!","It's literally not a drill. It's a different kind of mining equipment. ;)"
Building.DistrictCenter.Description,"Establishes a district with its own population, goods and an isolated path network. Employs builders.",
Building.DistrictCenter.DisplayName,District Center,
Building.DistrictCenter.FlavorDescription.Folktails,"""Comfort, food, and sturdy wood."" —Folktails motto",The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,"""Work hard, work hard."" —Iron Teeth motto",The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictCrossing.Description,Balances goods between the two connected districts. Each side has workers who distribute goods between the District Crossing and the rest of the district.,Districts should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.DisplayName,District Crossing,District should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.FlavorDescription,Why did a beaver cross a district?,"Referencing ""Why did a chicken cross a road"" jokes"
Building.DoubleDynamite.DisplayName,Double Dynamite,Dynamite that makes 2 blocks deep hole
Building.DoubleFloodgate.DisplayName,Double Floodgate,
Building.DoubleFloodgate.FlavorDescription,How do you improve upon perfection? You make it taller.,
Building.DoubleLodge.Description,A bigger lodge that fits more beavers.,
Building.DoubleLodge.DisplayName,Double Lodge,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,"The more the merrier.","This lodge fits twice as many beavers as a standard one"
Building.DoublePlatform.DisplayName,Double Platform,Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,"Double the height, same trademark sturdiness.",
Building.DoubleShower.DisplayName,Double Shower,A version of Building.Shower.DisplayName that can be used by two beavers at the same time
Building.DoubleShower.FlavorDescription,"""I liked my yesterday's shower buddy better."" —Pina",
Building.Dynamite.Armed,Armed!,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,{0} was killed by an explosion.,{0} stands for beaver name
Building.Dynamite.CantDetonate,"Can't detonate, it's too low",Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,Destroys the terrain underneath it and triggers adjacent dynamites.,Triggers can be changed to detonates
Building.Dynamite.Detonate,Detonate,A button.
Building.Dynamite.DisplayName,Dynamite,There's a good called Explosives so they need to have different names
Building.Dynamite.ExplosionDepth,Explosion depth: {0},"Explains how deep the dynamite explosion is, {0} stands for the vertical number of blocks"
Building.Dynamite.FlavorDescription,"Some extreme measures were needed to adapt to the post-apocalyptic world.",
Building.EarthRecultivator.Folktails.Description,"Distributes tree seeds across the Earth. When launched, makes the beavers in the area extra happy.",
Building.EarthRecultivator.Folktails.DisplayName,Earth Recultivator,Earth meaning planet Earth and Recultivator meaning regenerating the planet.
Building.EarthRecultivator.Folktails.FlavorDescription,"With each seed, hope grows.",
Building.EarthRepopulator.IronTeeth.Description,"Launches pioneers to distant lands. When launched, makes the beavers in the area extra happy.",
Building.EarthRepopulator.IronTeeth.DisplayName,Earth Repopulator,Earth meaning planet Earth and Repopulator meaning starting new colonies or restoring the population.
Building.EarthRepopulator.IronTeeth.FlavorDescription,"After some now-classified tests with a catapult, this design was adopted instead.","This building looks like a plane runway, so this jokingly references a more primitive idea."
Building.EfficientFarmhouse.Description,Employs farmers to plant and harvest crops. The expanded Folktails design fits more farmers.,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.DisplayName,Efficient Farmhouse,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.FlavorDescription,"The efficiency depends on the ""no eating at work"" policy.",
Building.EfficientMine.Description,"Employs miners who extract scrap metal from Underground Ruins. Innovative design maximizes mining speed.","Underground Ruins is a building, same as Building.Underground Ruins.DisplayName"
Building.EfficientMine.DisplayName,Efficient Mine,"An extracting facility which can be placed on underground ruins."
Building.EfficientMine.FlavorDescription,The Iron Teeth gained the upper paw by being the first to survey underground.,"Reference to the ""upper hand"" phrase. The mine is built on top of underground human ruins."
Building.ExercisePlaza.Description,An area designated for structured group routines to build core strength and flexibility.,
Building.ExercisePlaza.DisplayName,Exercise Plaza,
Building.ExercisePlaza.FlavorDescription,"The Iron Teeth want to be like their creations - always harder, better, faster, stronger.","Reference to the Daft Punk song ""Harder, Better, Faster, Stronger""."
Building.ExplosivesFactory.Description,Manufactures explosives from badwater.,"Explosives and badwater being goods names. Badwater should be the same as Good.Badwater.DisplayName."
Building.ExplosivesFactory.DisplayName,Explosives Factory,Explosives is name of a good.Explosives should be the same as Good.Explosives.PluralDisplayName
Building.FarmerMonument.DisplayName,Farmer Monument,A large statue of a farmer carrying a bundle of wheat.
Building.FarmerMonument.FlavorDescription,"Taming the wasteland, feeding the people.",
Building.Farmhouse.Description,Employs farmers that plant and harvest crops.,
Building.Farmhouse.DisplayName,Farmhouse,
Building.Farmhouse.FlavorDescription,Agriculture is one of the pillars on which today's beaver society stands.,
Building.Fermenter.Description,Ferments plants to produce nutritious food.,Ferments should be the same as in Building.Fermenter.DisplayName
Building.Fermenter.DisplayName,Fermenter,A building that ferments plants to make food.
Building.Fermenter.FlavorDescription,"Following a few incidents, the list of products allowed for fermentation is limited.",Referrencing fermentation used to produce alcoholic beverages.
Building.FlameOfUnity.DisplayName,Flame of Unity,A large beacon held by four beaver statues.
Building.FlameOfUnity.FlavorDescription,"""Nothing unites as efficiently as production quotas."" —Ol' Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Floodgate.Description,Blocks water up to an adjustable height.,
Building.Floodgate.DisplayName,Floodgate,
Building.Floodgate.FlavorDescription,No-one thought you could improve on a dam until Ol' Kazko created The First Floodgate.,
Building.Floodgate.Height,Height: {0},
Building.Floodgate.Synchronize,Synchronize with adjacent floodgates,
Building.FluidDump.Description,Discharges water or badwater.,Badwater should be the same as Good.Badwater.DisplayName.
Building.FluidDump.DisplayName,Fluid Dump,
Building.FluidDump.ToggleLabel,Fluid:,Label of the toggle button in fluid dump panel that changes the type of fluid that is being dumped (water or badwater)
Building.FoodFactory.Description,Processes ingredients into food rations.,"Rations should be the same as in Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName and Good.EggplantRation.DisplayName"
Building.FoodFactory.DisplayName,Food Factory,A factory building that literally produces food.
Building.FoodFactory.FlavorDescription,"Before this, taking a quick bite at work often resulted in structural damage.",A hungry beaver may take a bite of a [wooden] construction it's working on.
Building.Forester.Description,Plants trees and bushes.,
Building.Forester.DisplayName,Forester,A building with a worker that plants trees and bushes
Building.Forester.FlavorDescription,"Bold and beautiful, foresters are the core of beaver society.","Forresters are a family of central characters in ""Bold and Beautiful"", an extremely long-running American soap opera. Feel free to adapt this flavor, do not translate that literally."
Building.FountainOfJoy.DisplayName,Fountain of Joy,A large water fountain with statues on top.
Building.FountainOfJoy.FlavorDescription,"It's not a waste if it makes you happy.","Water is a very preciuos resource in Timberborn - fountains could be seen as a waste."
Building.GathererFlag.Description,Gathers goods from wild plants.,
