ID,Text,Comment
Bot.PluralDisplayName,Botlar,"Bots are autonomous robots, who assist beavers in their everyday tasks. They are constructed in factories."
Bot.TemplateName,Bot,A bot is an animated anthropomorphic being which is created from inanimate matter. Timberborn bots are depicting beavers and are made of wood and metal.
Breeding.NutrientBringing,"Gıda; nakliyeciler, işsizler ve iş çıkışında işçiler tarafından getirilir.","Haulers are the same as in Building.HaulingPost.Description, unemployed as in Beaver.UnemployedPlural, workers as in Work.WorkersLabel"
Breeding.NutrientsNeeded,Gerekli gıdalar:,Followed by a list of nutrients needed to produce a new beaver in breeding facility
Breeding.Progress,Üreme ilerlemesi: {0},"Label inside a progress bar describing production progress of new beaver in breeding facility, {0} is the progress value"
BuilderPriorityTool.Description,"İnşaat, yıkım ve Molozlardan mal toplama eylemlerinin önceliğini belirlemek için bu aracı kullan.",Rubble should be plural version of RecoveredGoodStack.DisplayName
BuilderPriorityTool.Tip,Öncelik belirlemek için bir ögeye tıkla veya daha büyük bir alanı seçmek için düğmeyi basılı tut.,
Building.AdvancedBreedingPod.Description,"Gelişmiş bir üreme süreci kullanarak yetişkin, işe atılmaya hevesli kunduzlar dünyaya getirir.",Breeding should be the same as Building.BreedingPod.DisplayName
Building.AdvancedBreedingPod.DisplayName,Gelişmiş Üreme Kapsülü,
Building.AdvancedBreedingPod.FlavorDescription,"Bir yavru, öz dolu bir kazana düşüp onun tamamını içtikten sonra birden bire boy atınca bu fikir ortaya çıktı.","Extract must be the same as Good.Extract.DisplayName, kit is a young beaver."
Building.Agora.Description,Kunduzların kerestelerle ilgili konuları konuşabileceği büyük bir toplanma alanı.,
Building.Agora.DisplayName,Agora,
Building.Agora.FlavorDescription,"Yeşil ateşlerin yanması, Köykuyrukların toplanması için bir işarettir.",Folktails must be same as faction as Faction.Folktails.DisplayName.
Building.Airlock.Description,Suyu engellerken kunduzların geçmelerini sağlar.,
Building.Airlock.DisplayName,Hava Kilidi,
Building.AncientAquiferDrill.DisplayName,Kadim Akifer Kazıcısı,
Building.AncientAquiferDrill.FlavorDescription,İnsanların kaybolan şeyi bulmak için son kazma girişimi.,
Building.ArchOfProgress.DisplayName,İlerleme Kemeri,"A big arch, similar to classic victory arches, decorated with Iron Teeth workers that serves as a symbol of their drive to progress beaver society."
Building.AquaticFarmhouse.Description,<YellowHighlight>Sucul</YellowHighlight> ekinler ekip biçen özel çiftçileri istihdam eder.,"Aquatic is a keyword, must be the same as in NaturalResources.Aquatic."
Building.AquaticFarmhouse.DisplayName,Sucul Çiftlik Evi,A farmhouse that specializes in water plants.
Building.AquaticFarmhouse.FlavorDescription,"""Bir zamanlar balık yediğimize dair bir söylenti vardı. İğrenç!"" —Ngonel Nine","Beavers eating fish is a common misconception. Beavers are 100% herbivores. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Aquifer.Description,Bir yer altı su kaynağı.,
Building.Aquifer.DisplayName,Akifer,
Building.Aquifer.FlavorDescription,Çok sesli olduğunda bulmak pek zor değildir.,
Building.AquiferDrill.Description,Bir akiferden su çıkarır.,
Building.AquiferDrill.DisplayName,Akifer Kazıcısı,
Building.AquiferDrill.FlavorDescription,Kunduzların aksine su aksın diye inşa edildi.,
Building.BadtideDrain.Description,Bir Bulantı Mevsimi sırasında bulantı fışkırtır.,
Building.BadtideDrain.DisplayName,Bulantı Gideri,
Building.BadtideDrain.FlavorDescription,"""İnsancıklar boruları bunun için mi kullanıyormuş? Aman."" —Pina.","Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.BadwaterDome.Description,Bir Bulantı Kaynağı'nı mühürler. İstediğinde açıp kapatılabilirsin.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDome.DisplayName,Bulantı Kubbesi,Name of the building that stops flow of badwater when put on its source. It's a dome shaped mechanical building that can open and close by raising the cover up and down. Badwater must be the same as Good.Badwater.DisplayName.
Building.BadwaterDome.FlavorDescription,Bulantı yoksa dert yok.,"This is a reference to a Bob Marley song ""No woman, no cry""."
Building.BadwaterPressurizer.Description,Bir Bulantı Kaynağı'nı mühürler. Açıp kapatabilirsin. Açık olduğunda kuraklık döneminde bile bulantı akışını devam ettirir.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterPressurizer.DisplayName,Bulantı Basınç Tankı,"Name of the building that can either stop flow of badwater or enforce flow with full power. It's a dome shaped, mechanical building that opens and closes like a camera shutter. Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterPressurizer.FlavorDescription,Yalnızca gerçek inşaat mühendisleri yaklaşabilir.,This is a reference to a youtuber called Real Civil Engineer.
Building.BadwaterPump.Description,"Bulantıyı dışarı pompalayabilen güçlendirilmiş bir pompa. Düşük bulantı kirliliği, pompalama hızını yavaşlatır.",Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.BadwaterPump.DisplayName,Bulantı Pompası,Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterPump.FlavorDescription,"""Keşke önlem olarak burun tıkacı da verilseydi."" —Suli",Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BadwaterRig.Description,Bir Bulantı Kaynağını mühürler. Bulantıyı doğrudan kaynağından çıkaran işçileri istihdam eder.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterRig.DisplayName,Bulantı Kulesi,Name of the building that stops flow from badwater source and generates Good.Badwater.DisplayName goods (by extracting them from source). It's a mechanical building that needs workers to operate. Badwater must be the same as Good.Badwater.DisplayName
Building.BadwaterRig.FlavorDescription,Kaynayan bulantı kaynaklarının tepesinde çalışan işçiler sürekli baskı altındadır.,Play on words with pressure referring to both water pressure and stress. If possible try to adapt the phrase to fit your language.
Building.BadwaterSeep.Description,Sınırlı basınca sahip bir bulantı kaynağı.,
Building.BadwaterSeep.DisplayName,Bulantı Sızıntısı,"A building that allows badwater to seep through, creating a natural badwater source."
Building.BadwaterSeep.FlavorDescription,"Sınırlı baskı, sınırsız tehlikeler.",
Building.BadwaterSource.DisplayName,Bulantı Kaynağı,A crack or spring in the ground spuming badwater. Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterSource.FlavorDescription,"""Biz neden bu insancıkların arkasını toplamak zorundayız ki? Doğru ya, hepsi öldü çünkü."" —Pina",
Building.Bakery.Description,Farklı unlardan ekmek ve hamur işi üretir.,Pastry being a baked good.
Building.Bakery.DisplayName,Fırın,Building that bakes bread
Building.Bakery.FlavorDescription,"“Talaşlı sıcak çörek gibisi yok."" —Ngonel Nine","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Barrack.Description,"Pratik, paylaşımlı konutlar.",
Building.Barrack.DisplayName,Baraka,Barracks are cramped homes for beavers. Not related to soldiers.
Building.Barrack.FlavorDescription,"“İki Köykuyruk günün birinde bir barakaya gitmiş."" —Demir Diş fıkrası","Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.BeaverBust.Description,Önemli görünen bir kunduzun büstü.,
Building.BeaverBust.DisplayName,Kunduz Büstü,
Building.BeaverBust.FlavorDescription,"Yaramaz yavrular, İhtiyar Kazko'nun yüzüne çeşitli detaylar eklemeyi severler.","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,Tombul bir kunduzun heykeli.,
Building.BeaverStatue.Description.IronTeeth,Çalışkan bir kunduzun heykeli.,
Building.BeaverStatue.DisplayName,Kunduz Heykeli,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,"Bereketli yıllarda gururlandırır, kötü yıllarda ise acıktırır.",The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,"Hazırlanan orijinal oraklı tasarım, fazla Köykuyruk tarzı durduğu için değiştirdiler.",This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,Yakınlardaki ekinlerin büyümesini hızlandırır.,
Building.Beehive.DisplayName,Kovan,
Building.Beehive.FlavorDescription,"""Zamanla vızıltıya alışıyorsun."" —Ngonel Nine","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,İş günlerinin başında ve sonunda çalar.,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,Çan,A large metal bell
Building.Bell.FlavorDescription,"""Sabah çanını dört gözle beklemelisin."" —İhtiyar Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,Bank,
Building.Bench.FlavorDescription,Bazı serseriler arada bir kamu mallarını kemirir.,
Building.Blockage.Description,Suyu durduran doğal bir engel. Yıkılabilir.,Demolished meaning removed by a worker.
Building.Blockage.DisplayName,Tıkanıklık,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,Doğanın kunduz mühendisliğiyle eşit düzeyde bir şeyler yapması gerçekten harika.,
Building.BotAssembler.Description,Gündelik işleri yerine getirmeleri için otomatik botlar üretir.,Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,Bot Birleştirici,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,"Her şey ""Bugün çalışmasam ne olur?"" düşüncesiyle başladı. —Pina",
Building.BotPartFactory.Description,Bot parçaları üretir.,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,Bot Parçası Fabrikası,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,"""Bitti! Bir saniye, bu büyük vida da nereden çıktı?"" —Pina",
Building.Brazier.Description,Dekoratif bir muhafaza içinde güvenle yanan harlı bir ateş.,
Building.Brazier.DisplayName,Ocak,
Building.Brazier.FlavorDescription,"""Vay be, yakıyorsun ortalığı!"" —Suli",Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BrazierOfBonding.DisplayName,Dayanışma Ocağı,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,"""Bizim için olmasa da gelecek nesiller için."" —Ngonel Nine","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,Demir Dişlerin tercih ettikleri tek üreme yöntemi.,Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,Üreme Kapsülü,
Building.BreedingPod.FlavorDescription,"""Yavrular bizim geleceğimiz. Gelecek aya kadar on iki yavru daha lazım."" —İhtiyar Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,Fazladan inşaatçı istihdam eder.,
Building.BuildersHut.DisplayName,İnşaatçı Locası,
Building.BuildersHut.FlavorDescription,Kunduzroma bir günde kurulmadı. Efsanelere göre sadece altı saat sürmüş.,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,Halka yapılan duyurular için dekoratif bir direk.,
Building.BulletinPole.DisplayName,Bülten Direği,
Building.BulletinPole.FlavorDescription,İş yerinde yaralandınız mı? Tazminat hakkınız olabilir! Suli ile iletişime geçin.,Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Campfire.Description,Kunduzların akşam rahatlayıp sosyalleştikleri bir yer.,
Building.Campfire.DisplayName,Kamp Ateşi,
Building.Campfire.FlavorDescription,Bazen ateş ve odun iyi bir ikilidir.,
Building.Carousel.Description,"Her yaştan kunduza uygun, ahşaptan bir atlıkarınca.",
Building.Carousel.DisplayName,Atlıkarınca,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,"""Nereye gittiğini sanıyorsun yavrucuk? Bu dallar kendi kendilerini soymayacak."" —Ngonel Nine","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,"Tehlikeli bulantıyı, kullanılabilir öze dönüştüren bir ağır iş makinesi.",Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,Santrifüj,
Building.Centrifuge.FlavorDescription,"Bu fikir, kontrolden çıkıp çok hızlı dönmeye başlayan bir Köykuyruk atlıkarıncasından çıktı.","Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,Botların şarjlarını doldurmak için geldikleri yer.,Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,Şarj İstasyonu,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,Demirbot dışındaki cihazlarla kullanılamaz.,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Chronometer.Description,Günün saatine göre sinyal gönderir.,
Building.Chronometer.DisplayName,Kronometre,The name of a building which sends automation signals based on time.
Building.Chronometer.EndTime,Bitiş: {0},"{0} is a time in hours with h suffix, e.g. 1.2h"
Building.Chronometer.Mode.NonWorkingHours,Mesai dışı saatler,"One of the modes of the Chronometer, that makes it active during non-working hours"
Building.Chronometer.Mode.TimeRange,Saat aralığı,"One of the modes of the Chronometer, that lets player select custom start and end time"
Building.Chronometer.Mode.WorkingHours,Mesai saatleri,"One of the modes of the Chronometer, that makes it active during working hours"
Building.Chronometer.StartTime,Başlangıç: {0},"{0} is a time in hours with h suffix, e.g. 1.2h"
Building.Clutch.Description,Enerji aktarımını etkinleştirir veya devre dışı bırakır.,'power' must be consistent with other uses of the word in the game.
Building.Clutch.DisplayName,Debriyaj,As in the car part - it engages and disengages power shaft connections.
Building.Clutch.Mode.Disengaged,Devre Dışı Bırakıldı,As in the car part - it engages and disengages power shaft connections.
Building.Clutch.Mode.Engaged,Etkinleştirildi,As in the car part - it engages and disengages power shaft connections.
Building.CoffeeBrewery.Description,Kahve demler.,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,Kahveci,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,Tüketim sınırı olmasa Demiş Dişler hep uykusuz gezerdi.,
Building.CompactMechanicalPump.Description,"Bir taraftan su veya bulantı çeker, diğer taraftan da tahliye eder.",
Building.CompactMechanicalPump.DisplayName,Küçük Mekanik Pompa,
Building.CompactWaterWheel.Description,Su akışını enerjiye dönüştüren küçük bir jeneratör.,
Building.CompactWaterWheel.DisplayName,Küçük Su Değirmeni,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.FlavorDescription,Taşıma su ile değirmen dönmezmiş.,A play on 'can't reinvent the wheel'
Building.ContaminationBarrier.Description,Toprak kirliliğinin yer altına yayılmasını engeller.,Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,Kirlilik Bariyeri,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.ContaminationBarrier.FlavorDescription,"“Bariyer giren eve bulantı mevsimi girmez!"" —slogan posteri","Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContaminationSensor.Description,Kolunun altındaki su kirliliğini ölçer.,
Building.ContaminationSensor.DisplayName,Kirlilik Sensörü,
Building.ContemplationSpot.Description,Kunduzların doğayı seyredebilecekleri küçük bir yer.,
Building.ContemplationSpot.DisplayName,Seyir Noktası,
