ID,Text,Comment
Building.AdvancedBreedingPod.DisplayName,先进繁殖舱,
Building.AdvancedBreedingPod.FlavorDescription,一只小海狸掉进了满是提取物的大锅里，它把提取物都喝光后，突然就变得特别强壮。该想法源于此次事件。,"Extract must be the same as Good.Extract.DisplayName, kit is a young beaver."
Building.Agora.Description,大型聚集地点，海狸们可以在这里讨论与木头相关的话题。,
Building.Agora.DisplayName,集市,
Building.Agora.FlavorDescription,亮起的绿色灯塔就是神尾们聚集的标志。,Folktails must be same as faction as Faction.Folktails.DisplayName.
Building.AncientAquiferDrill.DisplayName,古代含水层钻井,
Building.AquaticFarmhouse.Description,雇佣专业的农民来种植及收割<YellowHighlight>水生</YellowHighlight>作物。,"Aquatic is a keyword, must be the same as in NaturalResources.Aquatic."
Building.AquaticFarmhouse.DisplayName,水生农屋,A farmhouse that specializes in water plants.
Building.AquaticFarmhouse.FlavorDescription,“以前竟然谣传我们吃鱼。真恶心！”——海狸祖母,"Beavers eating fish is a common misconception. Beavers are 100% herbivores. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Aquifer.Description,地下水源。,
Building.Aquifer.DisplayName,含水层,
Building.AquiferDrill.Description,从含水层中取水。,
Building.AquiferDrill.DisplayName,含水层钻井,
Building.BadtideDrain.Description,在恶水潮期间喷出恶水。,
Building.BadtideDrain.DisplayName,恶水潮排水口,
Building.BadwaterDischarge.Description,封堵一个恶水源。可开启或关闭。开启后，即使处于干旱期，恶水也会持续流动。,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.DisplayName,恶水排放,"Name of the building that can either stop flow of badwater or enforce flow with full power. It's a dome shaped, mechanical building that opens and closes like a camera shutter. Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.FlavorDescription,只有真正的土木工程师才允许在附近出现。,This is a reference to a youtuber called Real Civil Engineer.
Building.BadwaterDome.Description,封堵一个恶水源。可随意开启或关闭。,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDome.DisplayName,恶水圆顶,Name of the building that stops flow of badwater when put on its source. It's a dome shaped mechanical building that can open and close by raising the cover up and down. Badwater must be the same as Good.Badwater.DisplayName.
Building.BadwaterDome.FlavorDescription,没有恶水，就没有泪水。,"This is a reference to a Bob Marley song ""No woman, no cry""."
Building.BadwaterPump.Description,能够抽出恶水的强化泵。低恶水污染会降低其抽取速度。,Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.BadwaterPump.DisplayName,恶水泵,Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterPump.FlavorDescription,“我希望额外的保护措施里包括鼻塞。”——苏狸,Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BadwaterRig.Description,封堵一个恶水源。雇佣劳工直接从源头抽取恶水。,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterRig.DisplayName,恶水钻井,Name of the building that stops flow from badwater source and generates Good.Badwater.DisplayName goods (by extracting them from source). It's a mechanical building that needs workers to operate. Badwater must be the same as Good.Badwater.DisplayName
Building.BadwaterRig.FlavorDescription,在沸腾的恶水源上方工作的海狸会感受到持续性的压力。,Play on words with pressure referring to both water pressure and stress. If possible try to adapt the phrase to fit your language.
Building.BadwaterSeep.Description,一处水压有限的恶水源。,
Building.BadwaterSeep.DisplayName,恶水渗漏点,"A building that allows badwater to seep through, creating a natural badwater source."
Building.BadwaterSource.DisplayName,恶水源,A crack or spring in the ground spuming badwater. Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterSource.FlavorDescription,“为什么我们要清理人类的烂摊子？哦，对了，他们都死了。”——小松,
Building.Bakery.Description,使用不同粉末烤制面包和糕点。,Pastry being a baked good.
Building.Bakery.DisplayName,面包房,Building that bakes bread
Building.Bakery.FlavorDescription,“撒上锯末的热面包美味至极。”——海狸祖母,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Barrack.Description,实用的共享住房。,
Building.Barrack.DisplayName,群房,Barracks are cramped homes for beavers. Not related to soldiers.
Building.Barrack.FlavorDescription,“两只神尾走进一间群房。”——铁牙笑话,"Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.BeaverBust.Description,一只看起来很重要的海狸的半身像。,
Building.BeaverBust.DisplayName,海狸半身像,
Building.BeaverBust.FlavorDescription,淘气的小海狸们喜欢往工业之父咔祖柯的脸上增加不同细节。,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,足食海狸像。,
Building.BeaverStatue.Description.IronTeeth,勤劳海狸像。,
Building.BeaverStatue.DisplayName,海狸像,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,引以为傲收成好，忍饥挨饿收成差。,The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,初始的镰刀设计实在太神尾了。,This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,能促进附近的作物生长。,
Building.Beehive.DisplayName,蜂箱,
Building.Beehive.FlavorDescription,“慢慢就习惯它们的嗡嗡声了。”——海狸祖母,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,工作日开始和结束的时候都会响铃。,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,响铃,A large metal bell
Building.Bell.FlavorDescription,“你应该期待清晨的铃声。”——工业之父咔祖柯,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,长椅,
Building.Bench.FlavorDescription,有时会有捣乱的海狸啃咬这些公共财产。,
Building.Blockage.Description,隔开水域的天然屏障。可以拆除。,Demolished meaning removed by a worker.
Building.Blockage.DisplayName,堆砌体,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,从前，用沾满泥土的枝叶就能建造堤坝，真是天真无忧的日子。,
Building.BotAssembler.Description,组装自动机关人，用以执行各类日常任务。,Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,机关人组装厂,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,这一切都始于一个简单的念头：“如果我今天不用工作多好”。——小松,
Building.BotPartFactory.Description,制造机关人零部件件。,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,机关人部件工厂,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,“完工！等等，这儿怎么多了颗螺丝钉？”——小松,
Building.Brazier.Description,熊熊燃烧的火焰安全地收容在装饰性的外壳中。,
Building.Brazier.DisplayName,火盆,
Building.Brazier.FlavorDescription,“哇，好炫。”——苏狸,Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BrazierOfBonding.DisplayName,亲情之盆,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,“哪怕不是为了我们，也要为了子孙后代。”——海狸祖母,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,铁牙一族喜欢的唯一的繁殖方式。,Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,繁殖舱,
Building.BreedingPod.FlavorDescription,“小海狸是我们的未来。到下月时我们还需要 12 只。”——工业之父咔祖柯,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,雇佣额外的建筑工。,
Building.BuildersHut.DisplayName,建筑工小屋,
Building.BuildersHut.FlavorDescription,海狸的罗马不是一天建成的，据说实际上只花了 6 小时。,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,用于公布公共信息的装饰性栏杆。,
Building.BulletinPole.DisplayName,公告栏,
Building.BulletinPole.FlavorDescription,工作时受伤了？你可能有资格获得补偿！去找苏狸吧。,Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Campfire.Description,供海狸在夜间放松的社交场所。,
Building.Campfire.DisplayName,篝火,
Building.Campfire.FlavorDescription,有时，木与火会碰撞出火花。,
Building.Carousel.Description,适合不同年龄层海狸游玩的旋转长椅。,
Building.Carousel.DisplayName,旋转长椅,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,“孩子，你去哪儿？这些树枝可不会自己脱下树皮。”——海狸祖母,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,将危险的恶水转化为可用提取物的重型机械。,Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,离心机,
Building.Centrifuge.FlavorDescription,该想法源于转得过快的神尾旋转长椅。,"Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,机关人进行充电的场所。,Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,充电站,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,不要与非铁机关人设备一起使用。,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Clock.Description,装饰性计时器，表盘之大，老花眼也能轻松看时间。,
Building.Clock.DisplayName,时钟,
Building.Clock.FlavorDescription,很难想象，在古时候海狸竟然使用水钟。,Clepsydra is an ancient water clock.
Building.CoffeeBrewery.Description,冲泡咖啡。,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,咖啡工坊,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,要不是因为有消耗限制，铁牙根本用不着睡觉。,
Building.CompactWaterWheel.Description,可以把流水变成能量的小型机械。,
Building.CompactWaterWheel.DisplayName,小水轮,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.FlavorDescription,水轮多多益善。,A play on 'can't reinvent the wheel'
Building.ContaminationBarrier.Description,阻止土壤污染在其下方蔓延。,Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,污染屏障,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.ContaminationBarrier.FlavorDescription,“每天建屏障，恶水潮退散！”——一张激励人心的海报,"Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContemplationSpot.Description,供海狸们思考大自然的小小地点。,
Building.ContemplationSpot.DisplayName,沉思点,
Building.ContemplationSpot.FlavorDescription,海狸在这里静享闲暇，沉思大自然的无常变化。,
Building.ControlTower.Description,发出控制信号的大型结构。它可以对附近的机关人产生增益。,Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,控制塔,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,除非海狸不在了，否则机关人必须对海狸唯命是从。,"A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.TemplateName."
Building.Dam.Description,能阻断水流，但部分水流可以流过顶部的泄洪道。,Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,水坝,
Building.Dam.FlavorDescription,海狸皆知，文明的根基在水底。,
Building.DanceHall.Description,一个开放的大厅，让海狸可以尽情伸展它们的尾巴。,
Building.DanceHall.DisplayName,舞厅,
Building.DanceHall.FlavorDescription,“拜托，别像某些铁牙族一样傻站在那儿。”——苏狸,Iron Teeth must be the same as Faction.IronTeeth.DisplayName. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.DecontaminationPod.Description,海狸在此洗浴，清除沾染的恶水，恢复健康。,Badwater should be the same as Good.Badwater.DisplayName.
Building.DecontaminationPod.DisplayName,净化舱,Ideally the name of the building should refer to the contamination effect on the beaver (Need.BadwaterContamination).
Building.DecontaminationPod.FlavorDescription,“苏狸，你可不能喝这个提取物啊。小时候你还掉进过大锅里呢！”——海狸祖母,"Reference to Obelix from Asterix and Obelix falling into a cauldron. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.DeepBadwaterPump.DisplayName,深恶水泵,"Badwater Pump Must be the same as Building.BadwaterPump.DisplayName, Deep should be the same as in Building.DeepWaterPump.DisplayName"
Building.DeepBadwaterPump.FlavorDescription,扩展管道既有助于解决高度差异，又有助于缓解异味。,
Building.DeepMechanicalFluidPump.DisplayName,深机械液体泵,
Building.DeepWaterPump.Description,抽取并过滤供海狸饮用的水。恶水污染会降低其抽取速度。,
Building.DeepWaterPump.DisplayName,深水泵,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,“山间长满猫尾草，水边海狸真勤劳。”——铁牙劳动号子,"Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.Detailer.Description,自定义海狸尾巴。,This building allows the player to paint beavers' tails.
Building.Detailer.DisplayName,细节装饰,Detailer references that the tail customisations are details/decorations.
Building.Detailer.Folktails.FlavorDescription,让你的尾巴变成一道风景。,"Only Folktails have ads, so they can also have magazines. ""Weird Tales"" is a famous pulp magazine."
Building.Detailer.IronTeeth.FlavorDescription,来试试吧，一点也不疼。——苏狸,"Wordplay, as the IT variant looks painful to use."
Building.DirtExcavator.Description,用于收集泥土的重型采矿设备。即使到达基岩层，它仍会持续产出泥土。,Dirt must the same as Good.Dirt.DisplayName.
Building.DirtExcavator.DisplayName,挖土机,"A machine used to gather dirt, leaving a giant hole. Dirt must be the same as Good.Dirt.DisplayName."
Building.DirtExcavator.FlavorDescription,这不是演习！,It's literally not a drill. It's a different kind of mining equipment. ;)
Building.DistrictCenter.Description,建立一个拥有自己的居民、物资和单独道路网络的地区。雇佣建筑工。,
Building.DistrictCenter.DisplayName,地区中心,
Building.DistrictCenter.FlavorDescription.Folktails,“舒适、食物还有坚实的木头。”——神尾族座右铭,The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,“辛勤工作，拼命干活。”——铁牙族座右铭,The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictCrossing.Description,平衡两个相连地区之间的物资。每个地区都有劳工，在地区交汇点和地区的其他地方运送物资。,Districts should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.DisplayName,地区交汇点,District should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.FlavorDescription,海狸为什么要穿越地区？,"Referencing ""Why did a chicken cross a road"" jokes"
Building.DoubleDynamite.DisplayName,双重炸弹,Dynamite that makes 2 blocks deep hole
Building.DoubleFloodgate.DisplayName,双重闸门,
Building.DoubleFloodgate.FlavorDescription,如何在完美的基础上更进一步？再弄高点就行了。,
Building.DoubleLodge.Description,能住进更多海狸的较大木屋。,
Building.DoubleLodge.DisplayName,双重木屋,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,越多越开心。,This lodge fits twice as many beavers as a standard one
Building.DoublePlatform.DisplayName,双重平台,Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,双倍高度，但拥有同等的坚固程度。,
Building.DoubleShower.DisplayName,双重淋浴处,A version of Building.Shower.DisplayName that can be used by two beavers at the same time
Building.DoubleShower.FlavorDescription,“我更喜欢我昨天的淋浴伙伴。”——小松,
Building.Dynamite.Armed,准备引爆！,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,{0}死于爆炸。,{0} stands for beaver name
Building.Dynamite.CantDetonate,位置过低，无法引爆,Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,摧毁下方地面，并引爆附近的炸弹。,Triggers can be changed to detonates
Building.Dynamite.Detonate,引爆,A button.
Building.Dynamite.DisplayName,炸弹,There's a good called Explosives so they need to have different names
Building.Dynamite.ExplosionDepth,爆炸深度：{0},"Explains how deep the dynamite explosion is, {0} stands for the vertical number of blocks"
Building.Dynamite.FlavorDescription,需要采取一些极端手段，才能在末世生存下去。,
Building.EarthRecultivator.Folktails.Description,在地球上播撒树种。启动时，会让这里的海狸格外开心。,
Building.EarthRecultivator.Folktails.DisplayName,地球播种设施,Earth meaning planet Earth and Recultivator meaning regenerating the planet.
Building.EarthRecultivator.Folktails.FlavorDescription,每一粒种子都蕴含着希望。,
Building.EarthRepopulator.IronTeeth.Description,将拓荒海狸送往远方。启动时，会让这里的海狸格外开心。,
Building.EarthRepopulator.IronTeeth.DisplayName,地球拓荒设施,Earth meaning planet Earth and Repopulator meaning starting new colonies or restoring the population.
Building.EarthRepopulator.IronTeeth.FlavorDescription,使用弹射器进行了一些现已列为机密的测试后，最终采用了这种设计。,"This building looks like a plane runway, so this jokingly references a more primitive idea."
Building.EfficientFarmhouse.Description,雇佣农民种植并收割作物。扩展的神尾设计可容纳更多农民。,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.DisplayName,高效农屋,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.FlavorDescription,工作效率取决于“工作时间禁止进食”的政策。,
Building.EfficientMine.Description,雇佣从地下废墟采集金属废料的矿工。创新的设计可将采矿速度最大化。,"Underground Ruins is a building, same as Building.Underground Ruins.DisplayName"
Building.EfficientMine.DisplayName,高效矿井,An extracting facility which can be placed on underground ruins.
Building.EfficientMine.FlavorDescription,铁牙族率先进行了地下调查，从而占得先机。,"Reference to the ""upper hand"" phrase. The mine is built on top of underground human ruins."
Building.ExercisePlaza.Description,专为开展团体训练而设计的区域，用于增强核心力量与灵活性。,
Building.ExercisePlaza.DisplayName,锻炼广场,
Building.ExercisePlaza.FlavorDescription,铁牙族想变得像他们的创造物一样——更猛、更棒、更快、更强。,"Reference to the Daft Punk song ""Harder, Better, Faster, Stronger""."
Building.ExplosivesFactory.Description,使用恶水制造炸药。,Explosives and badwater being goods names. Badwater should be the same as Good.Badwater.DisplayName.
Building.ExplosivesFactory.DisplayName,炸药工厂,Explosives is name of a good.Explosives should be the same as Good.Explosives.PluralDisplayName
Building.FarmerMonument.DisplayName,农夫雕像,A large statue of a farmer carrying a bundle of wheat.
Building.FarmerMonument.FlavorDescription,驯服荒地，养活人民。,
Building.Farmhouse.Description,雇佣种植并收割作物的农民。,
Building.Farmhouse.DisplayName,农屋,
Building.Farmhouse.FlavorDescription,农业是当今海狸社会的重要支柱之一。,
Building.Fermenter.Description,发酵植物以生产营养食品。,Ferments should be the same as in Building.Fermenter.DisplayName
Building.Fermenter.DisplayName,发酵处,A building that ferments plants to make food.
Building.Fermenter.FlavorDescription,几次事故之后，对允许发酵的产品清单做出了限制。,Referrencing fermentation used to produce alcoholic beverages.
Building.FlameOfUnity.DisplayName,团结之火,A large beacon held by four beaver statues.
Building.FlameOfUnity.FlavorDescription,“没有什么比生产配额更有助于团结了。”——工业之父咔祖柯,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Floodgate.Description,阻挡一定高度的水位，高度可调节。,
Building.Floodgate.DisplayName,闸门,
Building.Floodgate.FlavorDescription,在工业之父咔祖柯创造了第一个闸门之前，没有谁想到还能改进水坝。,
Building.Floodgate.Height,高度：{0},
Building.Floodgate.Synchronize,与相邻的闸门同步,
Building.FluidDump.Description,排出水和恶水。,Badwater should be the same as Good.Badwater.DisplayName.
Building.FluidDump.DisplayName,液体排放处,
Building.FluidDump.ToggleLabel,液体：,Label of the toggle button in fluid dump panel that changes the type of fluid that is being dumped (water or badwater)
Building.FoodFactory.Description,将原料加工成口粮。,"Rations should be the same as in Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName and Good.EggplantRation.DisplayName"
Building.FoodFactory.DisplayName,食物工厂,A factory building that literally produces food.
Building.FoodFactory.FlavorDescription,在建成前，工作时匆匆咬一口往往会造成建筑损坏。,A hungry beaver may take a bite of a [wooden] construction it's working on.
Building.Forester.Description,种植树木与灌木。,
Building.Forester.DisplayName,林木工,A building with a worker that plants trees and bushes
Building.Forester.FlavorDescription,勇敢美貌的林木工是海狸社会的栋梁。,"Forresters are a family of central characters in ""Bold and Beautiful"", an extremely long-running American soap opera. Feel free to adapt this flavor, do not translate that literally."
Building.FountainOfJoy.DisplayName,欢乐之泉,A large water fountain with statues on top.
Building.FountainOfJoy.FlavorDescription,如果能让你开心，就不算浪费。,Water is a very preciuos resource in Timberborn - fountains could be seen as a waste.
Building.GathererFlag.Description,从野生植物中采集物资。,
